matrix_taxon, vto, vto_label, ott_id
"Benthalbella elongata",VTO_0057530,"Benthalbella elongata",ott902369
"Aulopus japonicus",VTO_0057554,"Hime japonica",ott18282
"Synodus synodus",VTO_0057561,"Synodus synodus",ott1024465
"Saurida gracilis",VTO_0057593,"Saurida gracilis",ott62763
"Bathysaurus mollis",VTO_0057684,"Bathysaurus mollis",ott1029237
"Idiacanthus atlanticus",VTO_0057888,"Idiacanthus atlanticus",ott632933
"Umbra pygmaea",VTO_0058029,"Umbra pygmaea",ott586177
"Prohalecites",VTO_0059175,"Prohalecites",ott3644107
"Prohalecites porroi",VTO_0059176,"Prohalecites porroi",ott6142350
"Dapedium pholidotum",VTO_0059179,"Dapedium pholidotum",ott4949569
"Pachycormus macropterus",VTO_0059183,"Pachycormus macropterus",ott4949506
"Pachycormus sp.",VTO_0059184,"Pachycormus sp. (Arratia 1999)",ott?
"Hypsocormus insignis",VTO_0059186,"Hypsocormus insignis",ott6142510
"Watsonulus eugnathoides",VTO_0059189,"Watsonulus eugnathoides",ott?
"Amia pattersoni",VTO_0059190,"Amia pattersoni",ott3644067
"Ichthyodectiformes",VTO_0059191,"Ichthyodectiformes",ott?
"Allothrissops sp.",VTO_0059194,"Allothrissops sp. (Arratia 1999)",ott?
"Allothrissops mesogaster",VTO_0059195,"Allothrissops mesogaster",ott6142270
"Thrissops cf. T. subovatus",VTO_0059197,"Thrissops cf. T. subovatus (Arratia 1999)",ott?
"Thrissops cf. T. formosus",VTO_0059198,"Thrissops cf. T. formosus (Arratia 1999)",ott?
"Thrissops cephalus",VTO_0059199,"Thrissops cephalus",ott?
"Thrissops subovatus",VTO_0059200,"Thrissops subovatus",ott6142440
"Thrissops regleyi",VTO_0059201,"Thrissops regleyi",ott6142271
"Pachythrissops sp.",VTO_0059203,"Pachythrissops sp. (Arratia 1999)",ott?
"Pachythrissops laevis",VTO_0059204,"Pachythrissops laevis",ott4949674
"Pachythrissops propterus",VTO_0059205,"Pachythrissops propterus",ott6142472
"Pachythrissops vectensis",VTO_0059206,"Pachythrissops vectensis",ott4949675
"Pachythrissops furcatus",VTO_0059207,"Pachythrissops furcatus",ott?
"Tischlingerichthys viohli",VTO_0059210,"Tischlingerichthys viohli",ott6142789
"Pardiglanis tarabinii",VTO_0059213,"Pardiglanis tarabinii",ott3624245
"Chrysichthys bocagii",VTO_0059217,"Chrysichthys bocagii",ott3623585
"Chrysichthys walkeri",VTO_0059221,"Chrysichthys walkeri",ott3623587
"Chrysichthys velifer",VTO_0059223,"Chrysichthys maurus",ott3623583
"Gephyroglanis lowei",VTO_0059223,"Chrysichthys maurus",ott3623583
"Chrysichthys longibarbus",VTO_0059224,"Chrysichthys longibarbis",ott3623615
"Chrysichthys aluuensis",VTO_0059225,"Chrysichthys aluuensis",ott3623598
"Gephyroglanis longipinnis",VTO_0059226,"Chrysichthys longipinnis",ott3623592
"Chrysichthys longipinnis",VTO_0059226,"Chrysichthys longipinnis",ott3623592
"Chrysichthys habereri",VTO_0059227,"Chrysichthys habereri",ott3623608
"Chrysichthys ansorgii",VTO_0059228,"Chrysichthys ansorgii",ott3623597
"Chrysichthys wagenaari",VTO_0059229,"Chrysichthys wagenaari",ott3623605
"Chrysichthys mabusi",VTO_0059230,"Chrysichthys mabusi",ott3623609
"Chrysichthys cranchi",VTO_0059232,"Chrysichthys cranchii",ott3623614
"Chrysichthys cranchii",VTO_0059232,"Chrysichthys cranchii",ott3623614
"Chrysichthys punctatus",VTO_0059233,"Chrysichthys punctatus",ott3623616
"Chrysichthys platycephalus",VTO_0059235,"Chrysichthys platycephalus",ott3623712
"Chrysichthys brevibarbus",VTO_0059238,"Chrysichthys brevibarbis",ott3623619
"Chrysichthys johnelsi",VTO_0059242,"Chrysichthys johnelsi",ott3623602
"Chrysichthys ornatus",VTO_0059246,"Chrysichthys ornatus",ott3623618
"Chrysichthys sianenna",VTO_0059247,"Chrysichthys sianenna",ott3623709
"Chrysichthys delhezi",VTO_0059248,"Chrysichthys delhezi",ott3623620
"Chrysichthys sp. 2",VTO_0059249,"Chrysichthys sp. 2 (de Pinna 1993)",ott?
"Chrysichthys brachynema",VTO_0059250,"Chrysichthys brachynema",ott3623588
"Chrysichthys stappersi",VTO_0059251,"Chrysichthys thonneri",ott3623617
"Chrysichthys thonneri",VTO_0059251,"Chrysichthys thonneri",ott3623617
"Chrysichthys sp. 1",VTO_0059252,"Chrysichthys sp. 1 (de Pinna 1993)",ott?
"Chrysichthys persimilis",VTO_0059256,"Chrysichthys persimilis",ott941023
"Chrysichthys grandis",VTO_0059257,"Chrysichthys grandis",ott3623713
"Gephyroglanis congicus",VTO_0059259,"Gephyroglanis congicus",ott3624334
"Platyglanis depierrei",VTO_0059263,"Platyglanis depierrei",ott3624315
"Lophiobagrus cyclurus",VTO_0059267,"Lophiobagrus cyclurus",ott3623715
"Lophiobagrus aguilus",VTO_0059268,"Lophiobagrus aquilus",ott3623716
"Lophiobagrus aquilus",VTO_0059268,"Lophiobagrus aquilus",ott3623716
"Phyllonemus filinemus",VTO_0059269,"Phyllonemus filinemus",ott3623717
"Amarginops platus",VTO_0059272,"Amarginops platus",ott3624274
"Chrysichthys hildae",VTO_0059273,"Amarginops hildae",ott3623593
"Gnathobagrus depressus",VTO_0059275,"Gnathobagrus depressus",ott3623806
"Chrysichthys graueri",VTO_0059276,"Bathybagrus graueri",ott5839257
"Heteropneustes sp.",VTO_0059279,"Heteropneustes sp. (de Pinna 1993)",ott?
"Pseudopimelodus albomarginatus",VTO_0059281,"Cephalosilurus albomarginatus",ott3624193
"Cephalosilurus fowleri",VTO_0059282,"Cephalosilurus fowleri",ott3624192
"Pseudopimelodus fowleri",VTO_0059282,"Cephalosilurus fowleri",ott3624192
"Pseudopimelodus sp.",VTO_0059283,"Pseudopimelodus sp. (Friel 1994)",ott?
"Pseudopoimelodus sp.",VTO_0059284,"Pseudopimelodus sp. (de Pinna 1993)",ott?
"Pseudopimelodus zungaro do rio Magdalena",VTO_0059286,"Pseudopimelodus schultzi",ott3624188
"Pseudopimelodus zungaro",VTO_0059286,"Pseudopimelodus schultzi",ott3624188
"Microglanis nigripinnis",VTO_0059290,"Microglanis nigripinnis",ott3624185
"Microglanis secundus",VTO_0059291,"Microglanis secundus",ott3624177
"Microglanis parahybae de Bahia",VTO_0059292,"Microglanis parahybae",ott5342788
"Microglanis parahybae",VTO_0059292,"Microglanis parahybae",ott5342788
"Microglanis eurystoma",VTO_0059296,"Microglanis eurystoma",ott3624172
"Microglanis cottoides",VTO_0059297,"Microglanis cottoides",ott3624176
"Microglanis aff. iberingi",VTO_0059298,"Microglanis aff. iberingi (Shibatta 1998)",ott?
"Microglanis poecilius",VTO_0059299,"Microglanis poecilus",ott3624183
"Microglanis poecilus",VTO_0059299,"Microglanis poecilus",ott3624183
"Microglanis cibelae",VTO_0059301,"Microglanis cibelae",ott3624186
"Microglanis sp.",VTO_0059302,"Microglanis sp. (de Pinna 1993)",ott?
"Hypsidoris farsonensis",VTO_0059311,"Hypsidoris farsonensis",ott?
"Aspredinichthys tibicen",VTO_0059314,"Aspredinichthys tibicen",ott3624224
"Aspredo tibicen",VTO_0059314,"Aspredinichthys tibicen",ott3624224
"Aspredinichthys filamentosus",VTO_0059315,"Aspredinichthys filamentosus",ott3624220
"Dupouyichthys sapito",VTO_0059317,"Dupouyichthys sapito",ott3624293
"Amaralia n. sp.",VTO_0059318,"Amaralia n. sp. (Friel 1994)",ott?
"Pseudobunocephalus sp.",VTO_0059320,"Pseudobunocephalus sp. (Friel 1994)",ott?
"Pseudobunocephalus amazonicus",VTO_0059321,"Pseudobunocephalus amazonicus",ott4138566
"Pseudobunocephalus cf. bifidus",VTO_0059322,"Pseudobunocephalus cf. bifidus (Friel 1994)",ott?
"Pseudobunocephalus lundbergi n. sp.",VTO_0059324,"Pseudobunocephalus lundbergi",ott4138570
"Pseudobunocephalus iheringii",VTO_0059325,"Pseudobunocephalus iheringii",ott4138569
"Pseudobunocephalus rugosus",VTO_0059326,"Pseudobunocephalus rugosus",ott4138565
"Pseudobunocephalus bifidus",VTO_0059327,"Pseudobunocephalus bifidus",ott4138567
"Xyliphius cf. melanopterus",VTO_0059329,"Xyliphius cf. melanopterus (Friel 1994)",ott?
"Xiliphius melanopterus",VTO_0059330,"Xyliphius melanopterus",ott3624343
"Xyliphius melanopterus",VTO_0059330,"Xyliphius melanopterus",ott3624343
"Xyliphius magdalenae",VTO_0059332,"Xyliphius magdalenae",ott3624341
"Xyliphius kryptos",VTO_0059335,"Xyliphius kryptos",ott3624223
"Xyliphius sp.",VTO_0059336,"Xyliphius sp. (Chen 1994)",ott?
"Xyliphius lepturus",VTO_0059337,"Xyliphius lepturus",ott3624339
"Xyliphius cf. lepturus",VTO_0059338,"Xyliphius cf. lepturus (Friel 1994)",ott?
"Ernstichthys sp.",VTO_0059340,"Ernstichthys sp. (de Pinna 1996)",ott?
"Emstichthys sp.",VTO_0059342,"Ernstichthys sp. (de Pinna 1993)",ott?
"Ernstichthys intonsus",VTO_0059343,"Ernstichthys intonsus",ott3624246
"Ernstichthys megistus",VTO_0059344,"Ernstichthys megistus",ott3624249
"Ernstichthys anduzei",VTO_0059345,"Ernstichthys anduzei",ott3624248
"Platystaceus sp.",VTO_0059346,"Platystacus sp. (Mo 1991)",ott?
"Acanthobunocephalus nicoi n. sp",VTO_0059348,"Acanthobunocephalus nicoi",ott3624345
"Hoplomyzon cf. papillatus",VTO_0059349,"Hoplomyzon cf. papillatus (Friel 1994)",ott?
"Hoplomyzon atrizona",VTO_0059350,"Hoplomyzon atrizona",ott3623807
"Hoplomyzon sp.",VTO_0059351,"Hoplomyzon sp. (Friel 1994)",ott?
"Hoplomyzon n. sp.",VTO_0059352,"Hoplomyzon n. sp. (Friel 1994)",ott?
"Hoplomyzon papillatus",VTO_0059353,"Hoplomyzon papillatus",ott3623808
"Aspredo aspredo",VTO_0059355,"Aspredo aspredo",ott3624225
"Bunocephalus larai",VTO_0059356,"Bunocephalus larai",ott3623810
"Bunocephalus sp.",VTO_0059357,"Bunocephalus sp. (Mo 1991)",ott?
"Bunocephalus chamaizelus",VTO_0059358,"Bunocephalus chamaizelus",ott3623812
"Agmus sp.",VTO_0059359,"Bunocephalus sp. (de Pinna 1996)",ott?
"Bunocephalus sp.",VTO_0059360,"Bunocephalus sp. 2 (Chen 1994)",ott?
"Bunocephalus cf. knerii",VTO_0059361,"Bunocephalus cf. knerii (Friel 1994)",ott?
"Bunocephalus doriae",VTO_0059362,"Bunocephalus doriae",ott3623811
"Bunocephalus amaurus",VTO_0059363,"Bunocephalus amaurus",ott3623814
"Bunocephalus colombianus",VTO_0059364,"Bunocephalus colombianus",ott3623815
"Agmus sp.",VTO_0059365,"Bunocephalus sp. (de Pinna 1993)",ott?
"Bunocephalus knerii",VTO_0059366,"Bunocephalus knerii",ott3623816
"Bunocephalus n. sp. 1",VTO_0059367,"Bunocephalus n. sp. 1 (Friel 1994)",ott?
"Bunocephalus n. sp. 3",VTO_0059368,"Bunocephalus n. sp. 3 (Friel 1994)",ott?
"Bunocephalus sp.",VTO_0059369,"Bunocephalus sp. (Friel 1994)",ott?
"Bunocephalus aleuropsis",VTO_0059370,"Bunocephalus aleuropsis",ott3623809
"Bunocephalus n. sp. 5",VTO_0059372,"Bunocephalus n. sp. 5 (Friel 1994)",ott?
"Bunocephalus n. sp. 4",VTO_0059373,"Bunocephalus n. sp. 4 (Friel 1994)",ott?
"Bunocephalus n. sp. 2",VTO_0059374,"Bunocephalus n. sp. 2 (Friel 1994)",ott?
"Bunocephalus sp.",VTO_0059375,"Bunocephalus sp. 3 (Chen 1994)",ott?
"Bunocephalus sp.",VTO_0059376,"Bunocephalus sp. 1 (Chen 1994)",ott?
"Pterobunocephalus dolichurus",VTO_0059377,"Pterobunocephalus dolichurus",ott3623817
"Pterobunocephalus sp.",VTO_0059378,"Pterobunocephalus sp. (Friel 1994)",ott?
"Olyra elongata",VTO_0059379,"Olyra kempi",ott3621805
"Olyra burmanica",VTO_0059381,"Olyra burmanica",ott3621804
"Olyra longicaudata",VTO_0059381,"Olyra burmanica",ott3621804
"Olyra collettii",VTO_0059382,"Olyra collettii",ott3621806
"Mystus pluriradiatus",VTO_0059389,"Hemibagrus hainanensis",ott3623774
"Mystus peguensis",VTO_0059392,"Hemibagrus peguensis",ott3623776
"Mystus menoda",VTO_0059396,"Hemibagrus menoda",ott3623756
"Mystus corsula",VTO_0059396,"Hemibagrus menoda",ott3623756
"Mystus punctatus",VTO_0059400,"Hemibagrus punctatus",ott3623780
"Mystus nemurus",VTO_0059407,"Hemibagrus bongan",ott3623773
"Mystus planiceps",VTO_0059409,"Hemibagrus planiceps",ott3623765
"Mystus baramensis",VTO_0059413,"Hemibagrus baramensis",ott3623762
"Mystus sabanus",VTO_0059415,"Hemibagrus sabanus",ott3623768
"Pseudobagrichthys sp.",VTO_0059417,"Bagrichthys sp. 2 (de Pinna 1993)",ott?
"Bagrichthys micranodus",VTO_0059419,"Bagrichthys micranodus",ott3623675
"Bagrichthys hypselopterus",VTO_0059420,"Bagrichthys hypselopterus",ott3623674
"Bagrichthys sp.",VTO_0059422,"Bagrichthys sp. 1 (de Pinna 1993)",ott?
"Bagrus meridionalis",VTO_0059430,"Bagrus meridionalis",ott3623704
"Nanobagrus armatus",VTO_0059433,"Nanobagrus armatus",ott3623681
"Coreobagrus brevicorpus",VTO_0059437,"Coreobagrus brevicorpus",ott804526
"Coreobagrus ichikawai",VTO_0059438,"Coreobagrus ichikawai",ott804544
"Leiocassis rugosus",VTO_0059442,"Pseudomystus rugosus",ott3623649
"Leiocassis moeschii",VTO_0059445,"Pseudomystus moeschii",ott3623647
"Leiocassis breviceps",VTO_0059449,"Pseudomystus breviceps",ott3623658
"Leiocassis myersi",VTO_0059450,"Pseudomystus myersi",ott3623650
"Leiocassis leiacanthus",VTO_0059452,"Pseudomystus leiacanthus",ott3623660
"Plotosus anguillaris",VTO_0060448,"Plotosus anguillaris",ott949069
"Plotosus limbatus",VTO_0060451,"Plotosus limbatus",ott3622057
"Copidoglanis novaeguineae",VTO_0060455,"Neosilurus novaeguineae",ott3622045
"Neosilurus sp. 2",VTO_0060458,"Neosilurus sp. 2 (de Pinna 1993)",ott?
"Copidoglanis brevidorsalis",VTO_0060461,"Neosilurus brevidorsalis",ott3622053
"Neosilurus sp.",VTO_0060462,"Neosilurus sp. (Kailola 2004)",ott?
"Neosilurus sp. 1",VTO_0060465,"Neosilurus sp. 1 (de Pinna 1993)",ott?
"Tandanus equinus",VTO_0060466,"Neosilurus equinus",ott3622051
"Copidoglanis meraukensis",VTO_0060467,"Porochilus meraukensis",ott3622054
"Porochilus obbesi",VTO_0060468,"Porochilus obbesi",ott3622055
"Paraplotosus albilabris",VTO_0060470,"Paraplotosus albilabris",ott3622066
"Anodontiglanis dahli",VTO_0060474,"Anodontiglanis dahli",ott3622072
"Tocantinsia depressa",VTO_0060476,"Tocantinsia piresi",ott3623553
"Tocantinsia piresi",VTO_0060476,"Tocantinsia piresi",ott3623553
"Auchenipterus nuchalis (Orinoco)",VTO_0060477,"Auchenipterus nuchalis",ott3623532
"Auchenipterus nuchalis",VTO_0060477,"Auchenipterus nuchalis",ott3623532
"Auchenipterus dentatus",VTO_0060478,"Auchenipterus dentatus",ott3623534
"Auchenipterus nigripinnis",VTO_0060481,"Auchenipterus nigripinnis",ott3623537
"Auchenipterus sp.",VTO_0060485,"Auchenipterus sp. (de Pinna 1993)",ott?
"Auchenipterus sp. (cuyuni)",VTO_0060486,"Auchenipterus sp. (cuyuni) (Royero 1999)",ott?
"Entomocorus benjamini",VTO_0060490,"Entomocorus benjamini",ott3623576
"Entomocorus gameroi",VTO_0060491,"Entomocorus gameroi",ott3623579
"Entomocorus ""matogrossensis""",VTO_0060493,"Entomocorus n. sp. (Royero 1999)",ott?
"Entomocorus sp.",VTO_0060495,"Entomocorus sp. (de Pinna 1993)",ott?
"Trachelyopterichthys taeniatus",VTO_0060501,"Trachelyopterichthys taeniatus",ott3623549
"Trachelyopterichthys anduzei",VTO_0060502,"Trachelyopterichthys anduzei",ott3623544
"Pseudauchenipterus affinis",VTO_0060504,"Pseudauchenipterus affinis",ott3623555
"Pseudauchenipterus nodosus",VTO_0060505,"Pseudauchenipterus nodosus",ott3623564
"Pseudauchenipterus jequitinhonhae",VTO_0060506,"Pseudauchenipterus jequitinhonhae",ott3623565
"Trachelyopterus sp.",VTO_0060508,"Trachelyopterus sp. (de Pinna 1993)",ott?
"Trachycorystes fisheri",VTO_0060515,"Trachelyopterus fisheri",ott3623520
"Trachelyopterus sp.",VTO_0060517,"Trachelyopterus sp. (Vigliotta 2008)",ott?
"Tetranematichthys n. sp.",VTO_0060521,"Tetranematichthys n. sp. (Royero 1999)",ott?
"Trachycorystes sp.",VTO_0060523,"Trachycorystes sp. (de Pinna 1993)",ott?
"Trachycorystes trachycorystes",VTO_0060526,"Trachycorystes trachycorystes",ott3623566
"Tatia aulopygia",VTO_0060528,"Tatia aulopygia",ott3623477
"Tatia gyrina",VTO_0060529,"Tatia gyrina",ott3623474
"Tatia neivai",VTO_0060531,"Tatia neivai",ott3623472
"Tatia boemia",VTO_0060532,"Tatia boemia",ott3623475
"Tatia galaxia",VTO_0060533,"Tatia galaxias",ott3623478
"Tatia galaxias",VTO_0060533,"Tatia galaxias",ott3623478
"Tatia brunnea",VTO_0060535,"Tatia brunnea",ott3623481
"Tatia strigata",VTO_0060537,"Tatia strigata",ott3623482
"Tatia sp.",VTO_0060538,"Tatia sp. (de Pinna 1993)",ott?
"Tatia creutzbergi",VTO_0060539,"Tatia creutzbergi",ott3623474
"Centromochlus megalops",VTO_0060541,"Centromochlus megalops",ott3623493
"Centromochlus schultzi",VTO_0060542,"Centromochlus schultzi",ott3623489
"Centromochlus n. sp.",VTO_0060543,"Centromochlus n. sp. (Royero 1999)",ott?
"Tatia romani",VTO_0060546,"Centromochlus romani",ott3623490
"Centromochlus romani",VTO_0060546,"Centromochlus romani",ott3623490
"Centromochlus sp. (Rio Negro)",VTO_0060547,"Centromochlus sp. (Rio Negro) (Royero 1999)",ott?
"Centromochlus reticulatus",VTO_0060548,"Centromochlus reticulatus",ott3623492
"Centromochlus concolor",VTO_0060550,"Centromochlus concolor",ott3623488
"Centromochlus punctatus",VTO_0060552,"Centromochlus punctatus",ott3623485
"Pseudotatia parva",VTO_0060554,"Pseudotatia parva",ott3623573
"Glanidium albescens",VTO_0060555,"Glanidium albescens",ott3623498
"Glanidium ribeiroi",VTO_0060556,"Glanidium ribeiroi",ott3623494
"Glanidium leopardus",VTO_0060557,"Glanidium leopardum",ott3623499
"Glanidium cesarpintoi",VTO_0060558,"Glanidium cesarpintoi",ott3623497
"Auchenipterichthys longimanus",VTO_0060562,"Auchenipterichthys longimanus",ott3623528
"Auchenipterichthys sp.",VTO_0060564,"Auchenipterichthys sp. (de Pinna 1993)",ott?
"Trachelyichthys exilis",VTO_0060566,"Trachelyichthys exilis",ott3623572
"Trachelyichthys decaradiatus",VTO_0060567,"Trachelyichthys decaradiatus",ott3623570
"Trachelyichthys n. sp (lopezrojasi)",VTO_0060568,"Trachelyichthys n. sp 1 (Royero 1999)",ott?
"Ageneiosus sp. 3",VTO_0060570,"Ageneiosus sp. 3 (Mo 1991)",ott?
"Ageneiosus sp. 1",VTO_0060571,"Ageneiosus sp. 1 (Mo 1991)",ott?
"Ageneiosus cf. guianensis",VTO_0060572,"Ageneiosus cf. guianensis (Mo 1991)",ott?
"Ageneiosus sp.",VTO_0060575,"Ageneiosus sp. (de Pinna 1993)",ott?
"Ageneiosus sp.",VTO_0060579,"Ageneiosus sp. (Soares-Porto 1998)",ott?
"Ageneiosus sp. 2",VTO_0060580,"Ageneiosus sp. 2 (Mo 1991)",ott?
"Ageneiosus freiei",VTO_0060581,"Ageneiosus pardalis",ott3623505
"Ageneiosus magoi",VTO_0060583,"Ageneiosus magoi",ott3623507
"Epapterus blohmi",VTO_0060587,"Epapterus blohmi",ott3623541
"Amplexiglanis peloichthys",VTO_0060589,"Genus sp. 1 (Royero 1999)",ott?
"Gelanoglanis stroudi",VTO_0060593,"Gelanoglanis stroudi",ott3623546
"Centromochlus stroudi",VTO_0060593,"Gelanoglanis stroudi",ott3623546
"Asterophysus batrachus",VTO_0060595,"Asterophysus batrachus",ott3623568
"Pseudocyttus maculatus",VTO_0056365,"Pseudocyttus maculatus",ott911682
"Neocyttus rhomboidalis",VTO_0056368,"Neocyttus rhomboidalis",ott463422
"Allocyttus niger",VTO_0056372,"Allocyttus niger",ott463425
"Allocyttus verrucosus",VTO_0056373,"Allocyttus verrucosus",ott891833
"Linophrynidae",VTO_0056398,"Linophrynidae",ott726673
  ,VTO_0056398,"Linophrynidae",ott726673
"Ceratiidae",VTO_0056405,"Ceratiidae",ott60126
  ,VTO_0056405,"Ceratiidae",ott60126
"Caulophrynidae",VTO_0056415,"Caulophrynidae",ott313263
  ,VTO_0056415,"Caulophrynidae",ott313263
"Caulophryne",VTO_0056416,"Caulophryne",ott313267
"Melanocetidae",VTO_0056419,"Melanocetidae",ott313274
  ,VTO_0056419,"Melanocetidae",ott313274
"Oneirodidae",VTO_0056432,"Oneirodidae",ott101027
  ,VTO_0056432,"Oneirodidae",ott101027
"Himantolophidae",VTO_0056451,"Himantolophidae",ott152124
  ,VTO_0056451,"Himantolophidae",ott152124
"Gigantactinidae",VTO_0056460,"Gigantactinidae",ott152132
"Giganthactinidae",VTO_0056460,"Gigantactinidae",ott152132
  ,VTO_0056460,"Gigantactinidae",ott152132
"Chaunacidae",VTO_0056475,"Chaunacidae",ott887848
"Ogcocephalidae",VTO_0056486,"Ogcocephalidae",ott156643
"Tetrabrachiidae",VTO_0056512,"Tetrabrachiidae",ott203289
"Antennariidae",VTO_0056517,"Antennariidae",ott740935
"Phycidae",VTO_0056628,"Phycidae",ott659851
"Carapidae",VTO_0057043,"Carapidae",ott21938
  ,VTO_0057043,"Carapidae",ott21938
"Carapus",VTO_0057047,"Carapus",ott21932
"Lamprogrammus niger",VTO_0057092,"Lamprogrammus niger",ott913377
"Bythitidae",VTO_0057118,"Bythitidae",ott363181
  ,VTO_0057118,"Bythitidae",ott363181
"Myctophum affine",VTO_0057371,"Myctophum affine",ott342742
"Notoscopelus resplendens",VTO_0057450,"Notoscopelus resplendens",ott866168
"Evermannellidae",VTO_0057492,"Evermannellidae",ott86551
"Coccorella atlantica",VTO_0057494,"Coccorella atlantica",ott86557
"Evermannella indica",VTO_0057498,"Evermannella indica",ott86554
"Paralepididae",VTO_0057499,"Paralepididae",ott712841
"Lestidium atlanticum",VTO_0057510,"Lestidium atlanticum",ott86548
"Scopelarchidae",VTO_0057525,"Scopelarchidae",ott138524
"Anotopterus pharao",VTO_0057538,"Anotopterus pharao",ott511496
"Pseudotrichonotidae",VTO_0057555,"Pseudotrichonotidae",ott712838
"Pseudotrichonotus altivelis",VTO_0057557,"Pseudotrichonotus altivelis",ott712840
"Trachinocephalus myops",VTO_0057582,"Trachinocephalus myops",ott712826
"Saurida undosquamous",VTO_0057595,"Saurida undosquamis",ott802170
"Bathysauridae",VTO_0057681,"Bathysauridae",ott712833
"Bathysaurus ferox",VTO_0057683,"Bathysaurus ferox",ott712835
"Giganturidae",VTO_0057685,"Giganturidae",ott763415
  ,VTO_0057685,"Giganturidae",ott763415
"Gigantura indica",VTO_0057687,"Gigantura indica",ott763413
"Gigantura chuni",VTO_0057688,"Gigantura chuni",ott763411
"Chlorophthalmus agassizi",VTO_0057696,"Chlorophthalmus agassizi",ott867427
"Notosudidae",VTO_0057705,"Notosudidae",ott138520
"Ipnopidae",VTO_0057715,"Ipnopidae",ott763426
"Ateleopodidae",VTO_0057728,"Ateleopodidae",ott292501
"Stomiidae",VTO_0057869,"Stomiidae",ott734459
"Phosichthyidae",VTO_0057957,"Phosichthyidae",ott555245
"Esox americanus",VTO_0058016,"Esox americanus",ott47023
