"matrix_taxon","vto","vto_label"
"Gymnuridae","http://purl.obolibrary.org/obo/VTO_0001167","Gymnuridae"
"gymnurids","http://purl.obolibrary.org/obo/VTO_0001167","Gymnuridae"
"Torpedo torpedo","http://purl.obolibrary.org/obo/VTO_0001387","Torpedo torpedo"
"Salamanders","http://purl.obolibrary.org/obo/VTO_0001468","Caudata"
"Caudata","http://purl.obolibrary.org/obo/VTO_0001468","Caudata"
"Salamander","http://purl.obolibrary.org/obo/VTO_0001468","Caudata"
"Sirenidae","http://purl.obolibrary.org/obo/VTO_0001480","Sirenidae"
"Siren lacertina","http://purl.obolibrary.org/obo/VTO_0001486","Siren lacertina"
"Siren intermedia","http://purl.obolibrary.org/obo/VTO_0001487","Siren intermedia"
"Ambystomatidae","http://purl.obolibrary.org/obo/VTO_0001489","Ambystomatidae"
"Ambystoma tigrinum","http://purl.obolibrary.org/obo/VTO_0001515","Ambystoma tigrinum"
"Ambystoma californiense","http://purl.obolibrary.org/obo/VTO_0001531","Ambystoma californiense"
"Rhyacotriton","http://purl.obolibrary.org/obo/VTO_0001533","Rhyacotriton"
"Rhyacotriton kezeri","http://purl.obolibrary.org/obo/VTO_0001537","Rhyacotriton kezeri"
"Amphiumidae","http://purl.obolibrary.org/obo/VTO_0001538","Amphiumidae"
"Amphiuma tridactylum","http://purl.obolibrary.org/obo/VTO_0001541","Amphiuma tridactylum"
"Amphiuma means","http://purl.obolibrary.org/obo/VTO_0001542","Amphiuma means"
"Proteidae","http://purl.obolibrary.org/obo/VTO_0001543","Proteidae"
"Necturus beyeri","http://purl.obolibrary.org/obo/VTO_0001551","Necturus beyeri"
"Dicamptodon","http://purl.obolibrary.org/obo/VTO_0001555","Dicamptodon"
"Dicamptodon aterrimus","http://purl.obolibrary.org/obo/VTO_0001559","Dicamptodon aterrimus"
"Plethodontidae","http://purl.obolibrary.org/obo/VTO_0001560","Plethodontidae"
"Aneides flavipunctatus","http://purl.obolibrary.org/obo/VTO_0001640","Aneides flavipunctatus"
"Desmognathus ochrophaeus","http://purl.obolibrary.org/obo/VTO_0001660","Desmognathus ochrophaeus"
"Salamandra","http://purl.obolibrary.org/obo/VTO_0001999","Salamandra"
"Pleurodeles waltl","http://purl.obolibrary.org/obo/VTO_0002102","Pleurodeles waltl"
"Notophthalmus viridescens","http://purl.obolibrary.org/obo/VTO_0002115","Notophthalmus viridescens"
"Hynobiidae","http://purl.obolibrary.org/obo/VTO_0002125","Hynobiidae"
"Living Hynobiidae","http://purl.obolibrary.org/obo/VTO_0002125","Hynobiidae"
"Synbranchidae","http://purl.obolibrary.org/obo/VTO_0053640","Synbranchidae"
  , "http://purl.obolibrary.org/obo/VTO_0053649","Monopterus albus"
"Monopterus albus","http://purl.obolibrary.org/obo/VTO_0053649","Monopterus albus"
"Solenostomidae","http://purl.obolibrary.org/obo/VTO_0053683","Solenostomidae"
"Sygnathidae","http://purl.obolibrary.org/obo/VTO_0053690","Syngnathidae"
"Syngnathidae","http://purl.obolibrary.org/obo/VTO_0053690","Syngnathidae"
  , "http://purl.obolibrary.org/obo/VTO_0053690","Syngnathidae"
"Gasterosteidae","http://purl.obolibrary.org/obo/VTO_0053922","Gasterosteidae"
  , "http://purl.obolibrary.org/obo/VTO_0053922","Gasterosteidae"
"Gasterosteus aculeatus","http://purl.obolibrary.org/obo/VTO_0053931","Gasterosteus aculeatus"
"Mugilidae","http://purl.obolibrary.org/obo/VTO_0053952","Mugilidae"
"Mugil cephalus","http://purl.obolibrary.org/obo/VTO_0054057","Mugil cephalus"
"Elassomatidae","http://purl.obolibrary.org/obo/VTO_0054061","Elassomatidae"
"Elassoma","http://purl.obolibrary.org/obo/VTO_0054062","Elassoma"
"Elassoma zonatum","http://purl.obolibrary.org/obo/VTO_0054069","Elassoma zonatum"
  , "http://purl.obolibrary.org/obo/VTO_0054071","Cyprinodontiformes"
"Profundulidae","http://purl.obolibrary.org/obo/VTO_0054073","Profundulidae"
"Goodeidae","http://purl.obolibrary.org/obo/VTO_0054096","Goodeidae"
  , "http://purl.obolibrary.org/obo/VTO_0054096","Goodeidae"
"Crenichthys","http://purl.obolibrary.org/obo/VTO_0054130","Crenichthys"
"Empetrichthys","http://purl.obolibrary.org/obo/VTO_0054148","Empetrichthys"
"Fundulidae","http://purl.obolibrary.org/obo/VTO_0054160","Fundulidae"
"Poeciliidae","http://purl.obolibrary.org/obo/VTO_0054207","Poeciliidae"
"Gambusia vittata","http://purl.obolibrary.org/obo/VTO_0054286","Gambusia vittata"
"Cyprinodontidae","http://purl.obolibrary.org/obo/VTO_0054464","Cyprinodontidae"
  , "http://purl.obolibrary.org/obo/VTO_0054464","Cyprinodontidae"
"Cyprinodon variegatus","http://purl.obolibrary.org/obo/VTO_0054491","Cyprinodon variegatus"
"Cyprinodon diabolis","http://purl.obolibrary.org/obo/VTO_0054511","Cyprinodon diabolis"
"Megupsilon aporus","http://purl.obolibrary.org/obo/VTO_0054524","Megupsilon aporus"
"Nothobranchiidae","http://purl.obolibrary.org/obo/VTO_0054626","Nothobranchiidae"
"Rivulidae","http://purl.obolibrary.org/obo/VTO_0054819","Rivulidae"
  , "http://purl.obolibrary.org/obo/VTO_0054819","Rivulidae"
"Aplocheilidae","http://purl.obolibrary.org/obo/VTO_0055017","Aplocheilidae"
  , "http://purl.obolibrary.org/obo/VTO_0055028","Beloniformes"
"Adrianichthyidae","http://purl.obolibrary.org/obo/VTO_0055064","Adrianichthyidae"
"Oryzias latipes","http://purl.obolibrary.org/obo/VTO_0055079","Oryzias latipes"
"Oryzias hubbsi","http://purl.obolibrary.org/obo/VTO_0055084","Oryzias hubbsi"
"Oryzias dancena","http://purl.obolibrary.org/obo/VTO_0055085","Oryzias dancena"
"Oryzias profundicola","http://purl.obolibrary.org/obo/VTO_0055086","Oryzias profundicola"
"Belonidae","http://purl.obolibrary.org/obo/VTO_0055098","Belonidae"
  , "http://purl.obolibrary.org/obo/VTO_0055098","Belonidae"
"Hemiramphidae","http://purl.obolibrary.org/obo/VTO_0055157","Hemiramphidae"
"Exocoetidae","http://purl.obolibrary.org/obo/VTO_0055205","Exocoetidae"
  , "http://purl.obolibrary.org/obo/VTO_0055262","Atheriniformes"
"Melanotaeniidae","http://purl.obolibrary.org/obo/VTO_0055362","Melanotaeniidae"
"Melanotaenia splendida","http://purl.obolibrary.org/obo/VTO_0055430","Melanotaenia splendida"
"Phallostethidae","http://purl.obolibrary.org/obo/VTO_0055459","Phallostethidae"
  , "http://purl.obolibrary.org/obo/VTO_0055459","Phallostethidae"
"Atherinopsidae","http://purl.obolibrary.org/obo/VTO_0055462","Atherinopsidae"
"Atherinidae","http://purl.obolibrary.org/obo/VTO_0055538","Atherinidae"
"Atherinomorus stipes","http://purl.obolibrary.org/obo/VTO_0055575","Atherinomorus stipes"
"Citharidae","http://purl.obolibrary.org/obo/VTO_0055605","Citharidae"
"Pleuronectidae","http://purl.obolibrary.org/obo/VTO_0055613","Pleuronectidae"
"Pelotretis flavilatus","http://purl.obolibrary.org/obo/VTO_0055628","Pelotretis flavilatus"
"Pleuronectes platessa","http://purl.obolibrary.org/obo/VTO_0055642","Pleuronectes platessa"
"Hippoglossus hippoglossus","http://purl.obolibrary.org/obo/VTO_0055665","Hippoglossus hippoglossus"
"Acanthopsetta nadeshnyi","http://purl.obolibrary.org/obo/VTO_0055692","Acanthopsetta nadeshnyi"
"Microstomus achne","http://purl.obolibrary.org/obo/VTO_0055719","Microstomus achne"
"Achiropsettidae","http://purl.obolibrary.org/obo/VTO_0055726","Achiropsettidae"
  , "http://purl.obolibrary.org/obo/VTO_0055734","Bothidae"
"Bothidae","http://purl.obolibrary.org/obo/VTO_0055734","Bothidae"
"Taeniopsetta radula","http://purl.obolibrary.org/obo/VTO_0055761","Taeniopsetta radula"
"Scophthalmidae","http://purl.obolibrary.org/obo/VTO_0055800","Scophthalmidae"
"Phrynorhombus norvegicus","http://purl.obolibrary.org/obo/VTO_0055802","Phrynorhombus norvegicus"
"Zeugopterus punctatus","http://purl.obolibrary.org/obo/VTO_0055804","Zeugopterus punctatus"
"Scophthalmus rhombus","http://purl.obolibrary.org/obo/VTO_0055806","Scophthalmus rhombus"
"Tephrinectes sinensis","http://purl.obolibrary.org/obo/VTO_0055824","Tephrinectes sinensis"
"Verecundum rasile","http://purl.obolibrary.org/obo/VTO_0055830","Xystreurys rasile"
"Citharichthys sordidus","http://purl.obolibrary.org/obo/VTO_0055838","Citharichthys sordidus"
"Pseudorhombus oligodon","http://purl.obolibrary.org/obo/VTO_0055847","Pseudorhombus oligodon"
"Paralichthys californicus","http://purl.obolibrary.org/obo/VTO_0055862","Paralichthys californicus"
"Paralichthys olivaceus","http://purl.obolibrary.org/obo/VTO_0055865","Paralichthys olivaceus"
"Psettodidae","http://purl.obolibrary.org/obo/VTO_0055868","Psettodidae"
"Psettodes","http://purl.obolibrary.org/obo/VTO_0055869","Psettodes"
  , "http://purl.obolibrary.org/obo/VTO_0055900","Cynoglossidae"
"Cynoglossidae","http://purl.obolibrary.org/obo/VTO_0055900","Cynoglossidae"
  , "http://purl.obolibrary.org/obo/VTO_0055959","Soleidae"
"Soleidae","http://purl.obolibrary.org/obo/VTO_0055959","Soleidae"
"Holocentridae","http://purl.obolibrary.org/obo/VTO_0056168","Holocentridae"
"Plectrypops lima","http://purl.obolibrary.org/obo/VTO_0056193","Plectrypops lima"
"Sargocentron punctatissimum","http://purl.obolibrary.org/obo/VTO_0056199","Sargocentron punctatissimum"
"Lythrurus","http://purl.obolibrary.org/obo/VTO_0039729","Lythrurus"
"Lythrurus alegnotus","http://purl.obolibrary.org/obo/VTO_0039730","Lythrurus alegnotus"
"Lythrurus fasciolaris","http://purl.obolibrary.org/obo/VTO_0039731","Lythrurus fasciolaris"
"Notropis roseipinnis","http://purl.obolibrary.org/obo/VTO_0039732","Lythrurus roseipinnis"
"Lythrurus roseipinnis","http://purl.obolibrary.org/obo/VTO_0039732","Lythrurus roseipinnis"
"Notropis bellus","http://purl.obolibrary.org/obo/VTO_0039734","Lythrurus bellus"
"Lythrurus bellus","http://purl.obolibrary.org/obo/VTO_0039734","Lythrurus bellus"
"Lythrurus atrapiculus","http://purl.obolibrary.org/obo/VTO_0039735","Lythrurus atrapiculus"
"Notropis snelsoni","http://purl.obolibrary.org/obo/VTO_0039736","Lythrurus snelsoni"
"Lythrurus lirus","http://purl.obolibrary.org/obo/VTO_0039737","Lythrurus lirus"
"Notropis umbratilis","http://purl.obolibrary.org/obo/VTO_0039738","Lythrurus umbratilis"
"Lythrurus umbratilis","http://purl.obolibrary.org/obo/VTO_0039738","Lythrurus umbratilis"
"Notropis ardens","http://purl.obolibrary.org/obo/VTO_0039739","Lythrurus ardens"
"Lythrurus ardens","http://purl.obolibrary.org/obo/VTO_0039739","Lythrurus ardens"
"Notropis fumeus","http://purl.obolibrary.org/obo/VTO_0039740","Lythrurus fumeus"
"Lythrurus fumeus","http://purl.obolibrary.org/obo/VTO_0039740","Lythrurus fumeus"
"Cyprinus","http://purl.obolibrary.org/obo/VTO_0039766","Cyprinus"
"Cyprinus carpio","http://purl.obolibrary.org/obo/VTO_0039769","Cyprinus carpio"
"Ctenopharyngodon idella","http://purl.obolibrary.org/obo/VTO_0039776","Ctenopharyngodon idella"
"Carassius auratus","http://purl.obolibrary.org/obo/VTO_0039789","Carassius auratus"
"Carassius langsfordi","http://purl.obolibrary.org/obo/VTO_0039789","Carassius auratus"
"Danio kerri","http://purl.obolibrary.org/obo/VTO_0039803","Danio kerri"
"Danio rerio","http://purl.obolibrary.org/obo/VTO_0039818","Danio rerio"
"Danio margaritatus","http://purl.obolibrary.org/obo/VTO_0039822","Danio margaritatus"
"Brachydanio albolineatus","http://purl.obolibrary.org/obo/VTO_0039826","Danio albolineatus"
"Danio albolineatus","http://purl.obolibrary.org/obo/VTO_0039826","Danio albolineatus"
"Danio pulcher","http://purl.obolibrary.org/obo/VTO_0039826","Danio albolineatus"
"Iotichthys phlegethontis","http://purl.obolibrary.org/obo/VTO_0039855","Iotichthys phlegethontis"
"Balanteocheilus melanopterus","http://purl.obolibrary.org/obo/VTO_0039879","Balantiocheilos melanopterus"
"Barilius barna","http://purl.obolibrary.org/obo/VTO_0039912","Barilius barna"
"Barbus schwanenfeldii","http://purl.obolibrary.org/obo/VTO_0039918","Barbonymus schwanenfeldii"
"Barbonymus schwanenfeldii","http://purl.obolibrary.org/obo/VTO_0039918","Barbonymus schwanenfeldii"
"Gnathopogon elongatus","http://purl.obolibrary.org/obo/VTO_0039920","Gnathopogon elongatus"
"Gnathopogon caerulescens","http://purl.obolibrary.org/obo/VTO_0039925","Gnathopogon caerulescens"
"Hybopsis monacha","http://purl.obolibrary.org/obo/VTO_0039950","Erimonax monachus"
"Tribolodon ezoe","http://purl.obolibrary.org/obo/VTO_0039959","Tribolodon ezoe"
"Pseudorasbora parva","http://purl.obolibrary.org/obo/VTO_0039963","Pseudorasbora parva"
"Pseudorasbora pumila","http://purl.obolibrary.org/obo/VTO_0039966","Pseudorasbora pumila"
"Tanichthys micagemmae","http://purl.obolibrary.org/obo/VTO_0039968","Tanichthys micagemmae"
"Leuciscus pyrenaicus","http://purl.obolibrary.org/obo/VTO_0039991","Squalius pyrenaicus"
"Agosia chrysogaster","http://purl.obolibrary.org/obo/VTO_0040013","Agosia chrysogaster"
"Esomus metalicus","http://purl.obolibrary.org/obo/VTO_0040019","Esomus metallicus"
"Esomus metallicus","http://purl.obolibrary.org/obo/VTO_0040019","Esomus metallicus"
"Squalidus biwae","http://purl.obolibrary.org/obo/VTO_0040034","Squalidus chankaensis"
"Hybopsis winchelli","http://purl.obolibrary.org/obo/VTO_0040219","Hybopsis winchelli"
"Pelecus cultratus","http://purl.obolibrary.org/obo/VTO_0040239","Pelecus cultratus"
"Platygobio gracilis","http://purl.obolibrary.org/obo/VTO_0040241","Platygobio gracilis"
"Rhinichthys evermanni","http://purl.obolibrary.org/obo/VTO_0040243","Rhinichthys evermanni"
"Rhinichthys cataractae","http://purl.obolibrary.org/obo/VTO_0040245","Rhinichthys cataractae"
"Rhinichthys atratulus","http://purl.obolibrary.org/obo/VTO_0040247","Rhinichthys atratulus"
"Rhinichthys osculus","http://purl.obolibrary.org/obo/VTO_0040248","Rhinichthys osculus"
"Rhinichthys falcatus","http://purl.obolibrary.org/obo/VTO_0040249","Rhinichthys falcatus"
"Cyprinella analostana","http://purl.obolibrary.org/obo/VTO_0040254","Cyprinella analostana"
"Notropis caeruleus","http://purl.obolibrary.org/obo/VTO_0040255","Cyprinella caerulea"
"Glyptothorax sp.","http://purl.obolibrary.org/obo/VTO_0061052","Glyptothorax sp. (de Pinna 1996)"
"Glyptothorax cous","http://purl.obolibrary.org/obo/VTO_0061055","Glyptothorax cous"
"Erethistoides montana","http://purl.obolibrary.org/obo/VTO_0061063","Erethistoides montana"
"Euchiloglanis hodgarti","http://purl.obolibrary.org/obo/VTO_0061069","Parachiloglanis hodgarti"
"Pseudolaguvia tuberculata","http://purl.obolibrary.org/obo/VTO_0061074","Pseudolaguvia tuberculata"
"Erethistes sp.","http://purl.obolibrary.org/obo/VTO_0061078","Erethistes sp. (de Pinna 1996)"
"Erethistes sp.","http://purl.obolibrary.org/obo/VTO_0061081","Erethistes sp. (de Pinna 1993)"
"Erethistes sp.","http://purl.obolibrary.org/obo/VTO_0061082","Erethistes sp. (Chen 1994)"
"Exostoma sp.","http://purl.obolibrary.org/obo/VTO_0061084","Exostoma sp. (Chen 1994)"
"Exostoma sp.","http://purl.obolibrary.org/obo/VTO_0061085","Exostoma sp. (de Pinna 1996)"
"Exostoma sp.","http://purl.obolibrary.org/obo/VTO_0061088","Exostoma sp. (de Pinna 1993)"
"Nangra itchkeea","http://purl.obolibrary.org/obo/VTO_0061090","Gagata itchkeea"
"Gagata itchkeea","http://purl.obolibrary.org/obo/VTO_0061090","Gagata itchkeea"
"Gagata sp.","http://purl.obolibrary.org/obo/VTO_0061092","Gagata sp. (de Pinna 1993)"
"Oreoglanis siamensis","http://purl.obolibrary.org/obo/VTO_0061117","Oreoglanis siamensis"
"Pseudexostoma yunnanensis","http://purl.obolibrary.org/obo/VTO_0061164","Pseudexostoma yunnanense"
"Pseudeutropius atherinoides","http://purl.obolibrary.org/obo/VTO_0061172","Pseudeutropius atherinoides"
"Phractura clauseni","http://purl.obolibrary.org/obo/VTO_0061176","Phractura clauseni"
"Phractura sp.","http://purl.obolibrary.org/obo/VTO_0061179","Phractura sp. (Mo 1991)"
"Phractura sp.","http://purl.obolibrary.org/obo/VTO_0061180","Phractura sp. (Vigliotta 2008)"
"Phractura scaphyrhynchura","http://purl.obolibrary.org/obo/VTO_0061181","Phractura scaphyrhynchura"
"Phractura lindica","http://purl.obolibrary.org/obo/VTO_0061182","Phractura lindica"
"Phractura sp.","http://purl.obolibrary.org/obo/VTO_0061183","Phractura sp. (de Pinna 1993)"
"Phractura ansorgii","http://purl.obolibrary.org/obo/VTO_0061184","Phractura ansorgii"
"Phractura tenuicauda","http://purl.obolibrary.org/obo/VTO_0061186","Phractura tenuicauda"
"Paramphilius firestonei","http://purl.obolibrary.org/obo/VTO_0061192","Paramphilius firestonei"
"Paramphilius trichomycteroides","http://purl.obolibrary.org/obo/VTO_0061193","Paramphilius trichomycteroides"
"Doumea alula","http://purl.obolibrary.org/obo/VTO_0061196","Doumea alula"
"Doumea chappuisi","http://purl.obolibrary.org/obo/VTO_0061198","Doumea chappuisi"
"Doumea thysi","http://purl.obolibrary.org/obo/VTO_0061200","Doumea thysi"
"Doumea typica","http://purl.obolibrary.org/obo/VTO_0061201","Doumea typica"
"Doumea gracila","http://purl.obolibrary.org/obo/VTO_0061202","Doumea gracila"
"Zaireichthys zonatus","http://purl.obolibrary.org/obo/VTO_0061206","Zaireichthys zonatus"
"Leptoglanis rotundiceps","http://purl.obolibrary.org/obo/VTO_0061207","Zaireichthys rotundiceps"
"Zaireichthys sp. Tanzania","http://purl.obolibrary.org/obo/VTO_0061208","Zaireichthys sp. A (Vigliotta 2008)"
"Zaireichthys rhodesiensis","http://purl.obolibrary.org/obo/VTO_0061210","Zaireichthys rhodesiensis"
"Leptoglanis brevis","http://purl.obolibrary.org/obo/VTO_0061211","Zaireichthys brevis"
"Leptoglanis camerunensis","http://purl.obolibrary.org/obo/VTO_0061212","Zaireichthys camerunensis"
"Zaireichthys sp. Zambia","http://purl.obolibrary.org/obo/VTO_0061214","Zaireichthys sp. B (Vigliotta 2008)"
"Trachyglanis sp.","http://purl.obolibrary.org/obo/VTO_0061221","Trachyglanis sp. (de Pinna 1993)"
"Trachyglanis minutus","http://purl.obolibrary.org/obo/VTO_0061222","Trachyglanis minutus"
"Tetracamphilius notatus","http://purl.obolibrary.org/obo/VTO_0061229","Tetracamphilius notatus"
"Leptoglanis sp.","http://purl.obolibrary.org/obo/VTO_0061230","Leptoglanis sp. (de Pinna 1993)"
"Amphilius jacksoni Tanzania","http://purl.obolibrary.org/obo/VTO_0061236","Amphilius jacksonii"
"Amphilius jacksoni Zambia","http://purl.obolibrary.org/obo/VTO_0061236","Amphilius jacksonii"
"Amphilius jacksonii","http://purl.obolibrary.org/obo/VTO_0061236","Amphilius jacksonii"
"Amphilius jacksoni","http://purl.obolibrary.org/obo/VTO_0061236","Amphilius jacksonii"
"Amphilius uranoscopus","http://purl.obolibrary.org/obo/VTO_0061241","Amphilius uranoscopus"
"Amphilius grandis","http://purl.obolibrary.org/obo/VTO_0061241","Amphilius uranoscopus"
"Amphilius nigricaudatus","http://purl.obolibrary.org/obo/VTO_0061242","Amphilius brevis"
"Amphilius cryptobullatus","http://purl.obolibrary.org/obo/VTO_0061244","Amphilius cryptobullatus"
"Amphilius longirostris","http://purl.obolibrary.org/obo/VTO_0061246","Amphilius longirostris"
"Andersonia leptura","http://purl.obolibrary.org/obo/VTO_0061259","Andersonia leptura"
"Pseudeutropius acutirostris","http://purl.obolibrary.org/obo/VTO_0061263","Neotropius acutirostris"
"Neotropius khavalchor","http://purl.obolibrary.org/obo/VTO_0061264","Neotropius khavalchor"
"Malapterurus sp.","http://purl.obolibrary.org/obo/VTO_0061265","Malapterurus sp. (Vigliotta 2008)"
"Akysis sp.","http://purl.obolibrary.org/obo/VTO_0061279","Akysis sp. 2 (Chen 1994)"
"Akysis sp. 1","http://purl.obolibrary.org/obo/VTO_0061285","Akysis sp. 1 (de Pinna 1996)"
"Akysis sp.","http://purl.obolibrary.org/obo/VTO_0061287","Akysis sp. 1 (Chen 1994)"
"Akysis sp.","http://purl.obolibrary.org/obo/VTO_0061290","Akysis sp. (de Pinna 1993)"
"Akysis sp. 2","http://purl.obolibrary.org/obo/VTO_0061294","Akysis sp. 2 (de Pinna 1996)"
"Akysis sp. 3","http://purl.obolibrary.org/obo/VTO_0061301","Akysis sp. 3 (de Pinna 1996)"
