vto_short,vto_label,tok1,tok2,uuid,family,genus,specificepithet,lat,lon,char_sesamoid_bone_of_manus,char_carpal_bone,char_metacarpal_bone,char_humerus,char_ulna,char_radius_bone,char_centrale_fore,char_ulnare,char_phalanx_of_manus,char_intermedium,char_radiale,char_pelvic_fin,char_pectoral_fin,char_pelvic_sucking_disc
VTO:0057324,Myctophidae,myctophidae,,2ab96edb-1392-4b17-81ab-98a42e6b426e,myctophidae,lampanyctus,macdonaldi,-39.55,-125.1666667,,,,,,,,,,,,1,?,?
VTO:0057324,Myctophidae,myctophidae,,2abb51fa-7efc-429d-a373-cf8f1942e1f6,myctophidae,notolychnus,valdiviae,20.275,-18.2583333333,,,,,,,,,,,,1,?,?
VTO:0034009,Muraenidae,muraenidae,,2abe0587-3934-493d-b155-e5260bcbcd3e,muraenidae,muraenidae,,7.336667,134.470556,,,,,,,,,,,,0,0,0
VTO:0057324,Myctophidae,myctophidae,,2abe348b-6c91-4fca-87ed-b5a15e558eb0,myctophidae,stenobrachius,leucopsarus,59.433333,-145.216667,,,,,,,,,,,,1,?,?
VTO:0042441,Stichaeidae,stichaeidae,,2abe5686-e075-44ef-beab-0258100c833c,stichaeidae,lumpenella,longirostris,57.6666667,-154.8508333,,,,,,,,,,,,0 and 1,1,0
VTO:0034556,Clupeidae,clupeidae,,2abe8caf-c7ed-4f2c-9769-f51e32191fe8,clupeidae,dorosoma,cepedianum,39.7985,-83.0012,,,,,,,,,,,,0 and 1,1,0
VTO:0034747,Dorosoma cepedianum,dorosoma,cepedianum,2abe8caf-c7ed-4f2c-9769-f51e32191fe8,clupeidae,dorosoma,cepedianum,39.7985,-83.0012,,,,,,,,,,,,1,?,?
VTO:0040357,Notropis stramineus,notropis,stramineus,2abef787-2751-448c-b88d-927480ddf2e5,cyprinidae,notropis,stramineus,40.1056,-84.8639,,,,,,,,,,,,1,1,?
VTO:0057324,Myctophidae,myctophidae,,2abf4f41-e1bf-4847-b982-ad5cc0da26d5,myctophidae,lampanyctus,macdonaldi,39.8416666667,-70.675,,,,,,,,,,,,1,?,?
VTO:0054207,Poeciliidae,poeciliidae,,2abf6a17-5b6e-43bf-8f10-364bb32650c9,poeciliidae,gambusia,affinis,31.24472,-92.3475,,,,,,,,,,,,?,1,?
VTO:0003942,Buergeria japonica,buergeria,japonica,2ac04e7f-9583-4460-a8c3-51c3f1de3e69,rhacophoridae,buergeria,japonica,26.71961,128.27726,?,1,1,?,?,?,?,?,?,?,?,,,
VTO:0052741,Cottidae,cottidae,,2ac119df-6389-451b-9f74-71db2d85d010,cottidae,triglops,pingelii,60.25,-147.75,,,,,,,,,,,,0 and 1,1,0
VTO:0057324,Myctophidae,myctophidae,,2ac23b77-ef02-40c9-b238-9f9acbe89e26,myctophidae,,,-67.95,105.7666667,,,,,,,,,,,,1,?,?
VTO:0034250,Ophichthidae,ophichthidae,,2ac2b238-352d-4aa8-869d-8eb1a016d532,ophichthidae,leiuranus,semicinctus,9.083333,123.266667,,,,,,,,,,,,0,?,0
VTO:0038704,Nocomis micropogon,nocomis,micropogon,2ac46774-309f-494a-8c57-6e72e617309f,cyprinidae,nocomis,micropogon,34.87972,-83.228536,,,,,,,,,,,,1,1,?
VTO:0007375,Anaxyrus woodhousii,anaxyrus,woodhousii,2ac5a159-acef-48be-b63a-a54b0e430838,bufonidae,anaxyrus,woodhousii,39.842052699036465,-96.8094410982934,?,?,?,?,?,?,?,?,1,?,?,,,
VTO:0054207,Poeciliidae,poeciliidae,,2ac5b154-02a4-443c-81f4-c018abd7748c,poeciliidae,gambusia,affinis,30.33945,-94.09389,,,,,,,,,,,,?,1,?
VTO:0057324,Myctophidae,myctophidae,,2ac63386-6cba-4e8d-b55a-79e5af4dc248,myctophidae,hygophum,hygomii,-34.9916666667,14.5416666667,,,,,,,,,,,,1,?,?
VTO:0043244,Echeneis naucrates,echeneis,naucrates,2ac6b656-4600-43fe-a65a-0f8d9ae9fc25,echeneidae,echeneis,naucrates,24.75,-82.1666667,,,,,,,,,,,,1,1,?
VTO:0002636,Spea hammondii,spea,hammondii,2ac9adb9-4a01-4b53-b381-79f9c48fc2cb,scaphiopodidae,spea,hammondii,31.783568809744185,-106.34516933842686,?,1,?,1,?,?,?,1,?,?,?,,,
VTO:0043259,Carangidae,carangidae,,2ac9b64b-7e2c-4452-87e4-e47027c9cb97,carangidae,chloroscombrus,chrysurus,30.39361,-86.84611,,,,,,,,,,,,0 and 1,1,0
VTO:0043259,Carangidae,carangidae,,2aca9c61-3e2b-4aa9-9d25-390c7bebfa31,carangidae,decapterus,macrosoma,22.8583333,-109.9,,,,,,,,,,,,0 and 1,1,0
VTO:0065550,Brycon falcatus,brycon,falcatus,2acb7ebd-ff58-4e65-bdd1-21d1d30fb2e8,characidae,brycon,falcatus,7.1325,-66.49889,,,,,,,,,,,,1,1,?
VTO:0056313,Diretmidae,diretmidae,,2acd991f-d7f0-4600-8888-8f760dc04386,diretmidae,diretmoides,pauciradiatus,-6.8583333333,-33.575,,,,,,,,,,,,1,?,?
VTO:0054160,Fundulidae,fundulidae,,2aced09f-d0ce-43aa-82f1-c4c7e6154609,fundulidae,fundulus,olivaceus,34.8105556,-86.9416667,,,,,,,,,,,,?,1,?
VTO:0052519,Liparidae,liparidae,,2acfa39c-a44a-4266-a11a-784a4d01ea3d,liparidae,paraliparis,pectoralis,55.57828,-168.8367,,,,,,,,,,,,0 and 1,1,0
VTO:0034556,Clupeidae,clupeidae,,2ad090eb-5c8e-45aa-a264-a0af6c54c12d,clupeidae,opisthonema,oglinum,17.9166666667,-77.85,,,,,,,,,,,,0 and 1,1,0
VTO:0034620,Opisthonema oglinum,opisthonema,oglinum,2ad090eb-5c8e-45aa-a264-a0af6c54c12d,clupeidae,opisthonema,oglinum,17.9166666667,-77.85,,,,,,,,,,,,1,?,?
VTO:0042648,Cryptacanthodidae,cryptacanthodidae,,2ad10964-be57-455d-becc-eb7262ce9f19,cryptacanthodidae,cryptacanthodes,aleutensis,55.3019444,-158.7519444,,,,,,,,,,,,0,1,0
VTO:0034009,Muraenidae,muraenidae,,2ad177cd-f61a-40f6-ae3c-d1bc259f463d,muraenidae,gymnothorax,undulatus,-4.6,55.5,,,,,,,,,,,,0,0,0
VTO:0034009,Muraenidae,muraenidae,,2ad1ca6a-6bb7-4fa9-b96a-c0368656d1a0,muraenidae,gymnothorax,funebris,23.748916,-79.933033,,,,,,,,,,,,0,0,0
VTO:0054464,Cyprinodontidae,cyprinodontidae,,2ad2b902-e2d6-4e77-a49e-d259f4b7a58d,cyprinodontidae,cyprinodon,variegatus,37.97767,-75.730728,,,,,,,,,,,,0 and 1,1,0
VTO:0054491,Cyprinodon variegatus,cyprinodon,variegatus,2ad2b902-e2d6-4e77-a49e-d259f4b7a58d,cyprinodontidae,cyprinodon,variegatus,37.97767,-75.730728,,,,,,,,,,,,?,1,?
VTO:0052519,Liparidae,liparidae,,2ad358c7-aef8-43fc-a0bd-9a6f1a499369,liparidae,liparis,fucensis,56.2666667,-156.5336111,,,,,,,,,,,,0 and 1,1,0
VTO:0042095,Balistapus undulatus,balistapus,undulatus,2ad43edc-bf82-48d6-a5b5-28881cdd6deb,balistidae,balistapus,undulatus,8.0925,134.720556,,,,,,,,,,,,1,?,?
VTO:0042075,Balistidae,balistidae,,2ad43edc-bf82-48d6-a5b5-28881cdd6deb,balistidae,balistapus,undulatus,8.0925,134.720556,,,,,,,,,,,,0 and 1,1,0
VTO:0057499,Paralepididae,paralepididae,,2ad5480b-8d82-4d25-b97e-da440de03e99,paralepididae,arctozenus,risso,48.8333333,-154.0,,,,,,,,,,,,1,1,?
VTO:0057508,Arctozenus risso,arctozenus,risso,2ad5480b-8d82-4d25-b97e-da440de03e99,paralepididae,arctozenus,risso,48.8333333,-154.0,,,,,,,,,,,,1,1,?
VTO:0056956,Aphredoderus sayanus,aphredoderus,sayanus,2ad57cb2-2541-4572-b16a-fbc6e5046f8b,aphredoderidae,aphredoderus,sayanus,32.08583,-90.82889,,,,,,,,,,,,1,?,?
VTO:0036216,Ictaluridae,ictaluridae,,2ad5f7f5-baeb-4d6e-bfab-fb411cd7c322,ictaluridae,,,30.19778,-89.65611,,,,,,,,,,,,?,1,?
VTO:0040719,Luxilus chrysocephalus,luxilus,chrysocephalus,2ad68c1e-08de-47c9-9aac-684cb36cbb45,cyprinidae,luxilus,chrysocephalus,35.26315,-87.62794,,,,,,,,,,,,1,1,?
VTO:0008242,Amblysomus hottentotus,amblysomus,hottentotus,2ad714e8-0eb0-4b82-ad57-6ed4280fbbbc,chrysochloridae,amblysomus,hottentotus,-33.9666666667,25.5833333333,1,1,1,1,1,1,?,?,1,?,?,,,
VTO:0039110,Pimephales notatus,pimephales,notatus,2ad98a0d-d13d-4732-819c-03acf05832f2,cyprinidae,pimephales,notatus,33.5466667,-87.5563889,,,,,,,,,,,,1,1,?
VTO:0057324,Myctophidae,myctophidae,,2ada6c9b-6279-4bd8-b4aa-d71b08bba07d,myctophidae,diaphus,gracilis,9.1416666667,-49.475,,,,,,,,,,,,1,?,?
VTO:0036216,Ictaluridae,ictaluridae,,2ada9794-49dd-4b43-89dd-1db3559088c9,ictaluridae,ictalurus,punctatus,32.65583,-85.49194,,,,,,,,,,,,?,1,?
VTO:0036225,Ictalurus punctatus,ictalurus,punctatus,2ada9794-49dd-4b43-89dd-1db3559088c9,ictaluridae,ictalurus,punctatus,32.65583,-85.49194,,,,,,,,,,,,1,1,?
VTO:0041437,Erimyzon oblongus,erimyzon,oblongus,2ada9ebe-4695-463b-bb4c-94d0855f2ef0,catostomidae,erimyzon,oblongus,33.17389,-87.35194,,,,,,,,,,,,1,1,?
VTO:0040719,Luxilus chrysocephalus,luxilus,chrysocephalus,2adc2049-422b-48f6-aba2-a89d2baae1d1,cyprinidae,luxilus,chrysocephalus,33.0841667,-86.945,,,,,,,,,,,,1,1,?
VTO:0040223,Hybopsis lineapunctata,hybopsis,lineapunctata,2adc2b75-bb58-4c06-a5f0-63ecd003b70e,cyprinidae,hybopsis,lineapunctata,33.2433333,-85.6433333,,,,,,,,,,,,1,1,?
VTO:0036216,Ictaluridae,ictaluridae,,2adcd326-b229-4772-b788-28a1c3430b6e,ictaluridae,noturus,gyrinus,30.773065,-84.769154,,,,,,,,,,,,?,1,?
VTO:0036235,Noturus gyrinus,noturus,gyrinus,2adcd326-b229-4772-b788-28a1c3430b6e,ictaluridae,noturus,gyrinus,30.773065,-84.769154,,,,,,,,,,,,1,?,?
VTO:0039738,Lythrurus umbratilis,lythrurus,umbratilis,2adcf3df-85bc-40ec-82c4-c1a6ed8258ca,cyprinidae,lythrurus,umbratilis,31.5525534,-93.9000132,,,,,,,,,,,,1,1,?
VTO:0041458,Catostomus commersonii,catostomus,commersonii,2add021f-90d0-49de-80cc-168085673542,catostomidae,catostomus,commersonii,39.9801,-82.8187,,,,,,,,,,,,1,1,?
VTO:0043259,Carangidae,carangidae,,2ade4a3c-deb6-41c5-9a07-165095414ac0,carangidae,,,29.20306,-90.04278,,,,,,,,,,,,0 and 1,1,0
VTO:0042441,Stichaeidae,stichaeidae,,2ade938c-3ae9-4b6a-9ad6-4ae68cd83ec7,stichaeidae,leptoclinus,maculatus,58.3513889,-153.7691667,,,,,,,,,,,,0 and 1,1,0
VTO:0039634,Campostoma anomalum,campostoma,anomalum,2adf53a6-c2de-472e-a4fd-007baa501456,cyprinidae,campostoma,anomalum,33.455,-87.4788889,,,,,,,,,,,,1,1,?
VTO:0057499,Paralepididae,paralepididae,,2adf7f67-bc9e-428d-a7af-69946acfab83,paralepididae,sudis,,-12.6416666667,148.925,,,,,,,,,,,,1,1,?
VTO:0034556,Clupeidae,clupeidae,,2ae1d238-2d1a-4ff2-b8df-9c1dde730d1b,clupeidae,sardinops,sagax,44.65,-125.0,,,,,,,,,,,,0 and 1,1,0
VTO:0054207,Poeciliidae,poeciliidae,,2ae2a8c9-f377-45e2-9d50-c8732288ded6,poeciliidae,poecilia,latipinna,27.4657866,-97.855077,,,,,,,,,,,,?,1,?
VTO:0040266,Cyprinella venusta,cyprinella,venusta,2ae2d314-0ff7-4964-84f6-643abd7cfa3d,cyprinidae,cyprinella,venusta,30.7041666667,-84.86333333,,,,,,,,,,,,1,1,?
VTO:0040290,Cyprinella whipplei,cyprinella,whipplei,2ae3f691-9024-476a-83ac-188b49957e52,cyprinidae,cyprinella,whipplei,34.58181,-86.30676,,,,,,,,,,,,1,1,?
VTO:0040266,Cyprinella venusta,cyprinella,venusta,2aea2a97-d022-4346-bdcb-fbcdb07dbf01,cyprinidae,cyprinella,venusta,30.732033,-84.761753,,,,,,,,,,,,1,1,?
VTO:0009815,Myotis lucifugus,myotis,lucifugus,2aeaf741-39d8-4319-9176-5b9a4fe83090,vespertilionidae,myotis,lucifugus,38.78,-79.395,1,1,1,1,1,1,?,?,?,?,?,,,
VTO:0056977,Batrachoididae,batrachoididae,,2aece1b9-b14d-43dc-a072-c73ee1fd48b5,batrachoididae,porichthys,notatus,33.533333,-117.780556,,,,,,,,,,,,1,1,?
VTO:0056977,Batrachoididae,batrachoididae,,2aecfcaf-02d8-4f24-926f-59445b70f8e6,batrachoididae,opsanus,beta,24.998718,-80.535694,,,,,,,,,,,,1,1,?
VTO:0036216,Ictaluridae,ictaluridae,,2aefd755-3567-4fac-8e8f-d10cf4cfb234,ictaluridae,ameiurus,natalis,27.72804,-82.44634,,,,,,,,,,,,?,1,?
VTO:0036274,Ameiurus natalis,ameiurus,natalis,2aefd755-3567-4fac-8e8f-d10cf4cfb234,ictaluridae,ameiurus,natalis,27.72804,-82.44634,,,,,,,,,,,,1,1,?
VTO:0056486,Ogcocephalidae,ogcocephalidae,,2aeffa10-c3fa-4275-83c5-fd884fb91afd,ogcocephalidae,dibranchus,,-3.245,-80.91666,,,,,,,,,,,,?,1,?
VTO:0057324,Myctophidae,myctophidae,,2af0c440-2eeb-4948-a35a-9d5387d07f7f,myctophidae,diaphus,brachycephalus,25.6,-79.63333333,,,,,,,,,,,,1,?,?
VTO:0043786,Ammodytidae,ammodytidae,,2af0fc05-5d18-4c59-860c-e07c054f6e85,ammodytidae,ammodytes,hexapterus,57.2169444,-155.8002778,,,,,,,,,,,,0 and 1,1,0
VTO:0009582,Pteronotus parnellii,pteronotus,parnellii,2af1914c-0ea3-4377-9acf-5928e90c5ad0,mormoopidae,pteronotus,parnellii,14.28333,-90.00441,1,1,1,1,1,1,?,?,?,?,?,,,
VTO:0042441,Stichaeidae,stichaeidae,,2af1c18f-ed64-4154-9e34-a34d60f668eb,stichaeidae,leptoclinus,maculatus,55.9833333,-157.2166667,,,,,,,,,,,,0 and 1,1,0
VTO:0056168,Holocentridae,holocentridae,,2af1f32c-3077-4fed-a497-1925c24fe96a,holocentridae,,,1.4666667,151.3,,,,,,,,,,,,1,?,?
VTO:0034009,Muraenidae,muraenidae,,2af1f4b7-6fae-44f3-b963-94b473bd359a,muraenidae,gymnothorax,undulatus,15.157116,145.700457,,,,,,,,,,,,0,0,0
VTO:0040245,Rhinichthys cataractae,rhinichthys,cataractae,2af25e15-b416-4417-87c2-d6ff0902a1d0,cyprinidae,rhinichthys,cataractae,45.9255083,-122.499441,,,,,,,,,,,,1,1,?
VTO:0058379,Platytroctidae,platytroctidae,,2af27198-f249-40f2-bf2f-2bf8354d2480,platytroctidae,holtbyrnia,macrops,33.2833333,-118.6816667,,,,,,,,,,,,0 and 1,1,0
VTO:0039631,Campostoma oligolepis,campostoma,oligolepis,2af3990a-8831-4fe1-a6cc-7076a285204a,cyprinidae,campostoma,oligolepis,32.74911,-85.55897,,,,,,,,,,,,1,1,?
VTO:0041433,Hypentelium etowanum,hypentelium,etowanum,2af436fd-e2d0-49a6-82e2-e217d883e794,catostomidae,hypentelium,etowanum,33.7022222,-86.6663889,,,,,,,,,,,,1,?,?
VTO:0057558,Synodontidae,synodontidae,,2af44424-36e4-4253-a745-d135cc47f0bd,synodontidae,synodus,foetens,30.008185,-85.792705,,,,,,,,,,,,1,?,?
VTO:0057573,Synodus foetens,synodus,foetens,2af44424-36e4-4253-a745-d135cc47f0bd,synodontidae,synodus,foetens,30.008185,-85.792705,,,,,,,,,,,,1,1,?
VTO:0057043,Carapidae,carapidae,,2af4b552-e7c2-4e36-ba92-fdae66934806,carapidae,onuxodon,fowleri,-17.533333,-149.833333,,,,,,,,,,,,0 and 1,?,0
VTO:0034009,Muraenidae,muraenidae,,2af55717-7a31-4402-a38d-942f69a27e8f,muraenidae,gymnothorax,mordax,29.85,-115.85,,,,,,,,,,,,0,0,0
VTO:0057324,Myctophidae,myctophidae,,2af567c2-fe37-4897-97b1-fd3d3b14a6aa,myctophidae,diaphus,holti,-2.9583333333,8.0916666667,,,,,,,,,,,,1,?,?
VTO:0038725,Clinostomus funduloides,clinostomus,funduloides,2af56e1b-7f4a-4843-bfbc-dcd17fbdb8c8,cyprinidae,clinostomus,funduloides,36.817459,-80.306209,,,,,,,,,,,,1,1,?
VTO:0054057,Mugil cephalus,mugil,cephalus,2af6a910-3266-4382-8ed4-715dd8df48a4,mugilidae,mugil,cephalus,29.7775,-88.86333,,,,,,,,,,,,1,?,?
VTO:0057324,Myctophidae,myctophidae,,2af705cf-63bf-418e-a080-4a96628a74e6,myctophidae,myctophum,lychnobium,25.9563889,-162.7586111,,,,,,,,,,,,1,?,?
VTO:0055900,Cynoglossidae,cynoglossidae,,2af7079b-64c3-4af3-b036-a23af45b4f7d,cynoglossidae,symphurus,atramentatus,7.6666666667,-78.5,,,,,,,,,,,,0,0,0
VTO:0054160,Fundulidae,fundulidae,,2af873d8-2aff-4293-ae9e-c379b99cf7b7,fundulidae,fundulus,catenatus,36.591832,-85.744451,,,,,,,,,,,,?,1,?
VTO:0055884,Achiridae,achiridae,,2afa0347-0467-4c7d-98d5-0d54c2d9a079,achiridae,,,30.70222,-89.84417,,,,,,,,,,,,1,?,?
VTO:0040430,Notemigonus crysoleucas,notemigonus,crysoleucas,2afd7d2d-50a4-4f52-9353-8c145730eb66,cyprinidae,notemigonus,crysoleucas,32.655,-90.33694,,,,,,,,,,,,1,1,?
VTO:0007379,Anaxyrus exsul,anaxyrus,exsul,2b00a638-6e2e-4f69-b250-0e8bb4ff237f,bufonidae,anaxyrus,exsul,37.327847,-118.023679,?,?,?,?,?,?,?,?,1,?,?,,,
VTO:0057869,Stomiidae,stomiidae,,2b028b17-bf9a-47cf-8dba-24a4c87832e8,stomiidae,chauliodus,macouni,45.8177778,-125.1508333,,,,,,,,,,,,1,0 and 1,?
VTO:0042441,Stichaeidae,stichaeidae,,2b04a3b4-5a77-4176-9274-31fb0a58ce93,stichaeidae,bryozoichthys,marjorius,57.8833333,-148.65,,,,,,,,,,,,0 and 1,1,0
VTO:0034827,Pristigasteridae,pristigasteridae,,2b04fa29-73c6-42d3-a4b6-ca00db89cacd,pristigasteridae,neoopisthopterus,tropicus,21.5333333,-105.2833333,,,,,,,,,,,,0 and 1,1,0
VTO:0066539,Neoopisthopterus tropicus,neoopisthopterus,tropicus,2b04fa29-73c6-42d3-a4b6-ca00db89cacd,pristigasteridae,neoopisthopterus,tropicus,21.5333333,-105.2833333,,,,,,,,,,,,0,?,0
VTO:0040253,Cyprinella spiloptera,cyprinella,spiloptera,2b0561b9-29de-4a89-a49e-6377fbaad0e6,cyprinidae,cyprinella,spiloptera,39.0203,-83.0501,,,,,,,,,,,,1,1,?
VTO:0043259,Carangidae,carangidae,,2b05fef4-bd24-4c1c-8699-25fa0d15e49d,carangidae,seriola,rivoliana,24.627904,-82.874145,,,,,,,,,,,,0 and 1,1,0
VTO:0057869,Stomiidae,stomiidae,,2b06c3ed-4fc5-4415-8805-25251f5d6b1f,stomiidae,stomias,affinis,3.8833333,-2.55,,,,,,,,,,,,1,0 and 1,?
VTO:0041983,Diodontidae,diodontidae,,2b0897a5-0301-48bf-9693-250af23b675c,diodontidae,diodon,nicthemerus,-33.805986,137.02456100000003,,,,,,,,,,,,0,1,0
VTO:0003336,Ptychadena anchietae,ptychadena,anchietae,2b08c4ab-42c4-4dc0-857b-7030d29bd255,ptychadenidae,ptychadena,anchietae,0.4335,42.6945,0,1,1,1,?,?,?,?,1,?,?,,,
VTO:0040719,Luxilus chrysocephalus,luxilus,chrysocephalus,2b08d48e-e8cf-4a8d-a3ff-7a0c240d5dc5,cyprinidae,luxilus,chrysocephalus,32.9983333,-87.7719444,,,,,,,,,,,,1,1,?
VTO:0042308,Acanthuridae,acanthuridae,,2b08e8fa-ccdb-431b-917e-54066ea66502,acanthuridae,acanthurus,bahianus,24.8275,-80.64666666,,,,,,,,,,,,1,1,?
VTO:0040540,Phenacobius mirabilis,phenacobius,mirabilis,2b091dd3-92a0-4ccf-bb06-dbe1540e1d38,cyprinidae,phenacobius,mirabilis,39.4548,-83.2322,,,,,,,,,,,,1,1,?
VTO:0002125,Hynobiidae,hynobiidae,,2b0a475f-9bc1-400c-9154-c185f3d2989c,hynobiidae,hynobius,tsuensis,34.20736,129.25972,?,?,?,1,1,1,?,?,?,?,?,,,
VTO:0057324,Myctophidae,myctophidae,,2b0a8664-6821-4ced-a908-4bed3bd61f68,myctophidae,diaphus,subtilis,26.6,-90.6833333,,,,,,,,,,,,1,?,?
VTO:0057324,Myctophidae,myctophidae,,2b0cf30a-6121-4037-a450-4f36bf59596a,myctophidae,lepidophanes,guentheri,39.8083333333,-70.575,,,,,,,,,,,,1,?,?
VTO:0055884,Achiridae,achiridae,,2b0de287-fc01-42cf-965c-348f77ffd012,achiridae,trinectes,maculatus,30.533778,-86.432141,,,,,,,,,,,,1,?,?
VTO:0055889,Trinectes maculatus,trinectes,maculatus,2b0de287-fc01-42cf-965c-348f77ffd012,achiridae,trinectes,maculatus,30.533778,-86.432141,,,,,,,,,,,,?,0,?
VTO:0036635,Doradidae,doradidae,,2b0efc1b-42c5-41b1-a479-463c1a311299,doradidae,doras,micropoeus,3.91798,-59.10053,,,,,,,,,,,,?,1,?
VTO:0002670,Ascaphus truei,ascaphus,truei,2b0f83e8-5eb2-41e7-a36d-317667021378,leiopelmatidae,ascaphus,truei,45.89,-122.0,?,1,?,1,1,1,?,1,?,?,?,,,
VTO:0010274,Saccopteryx bilineata,saccopteryx,bilineata,2b0f847e-2fb5-4655-b1ba-faf89777c9e0,emballonuridae,saccopteryx,bilineata,16.3555556,-94.1661111,1,1,1,1,1,1,?,?,?,?,?,,,
VTO:0052952,Triglidae,triglidae,,2b0ff3c5-206d-42fc-8153-58a8ebdf94bb,triglidae,prionotus,alatus,29.4,-86.25,,,,,,,,,,,,?,1,?
VTO:0056956,Aphredoderus sayanus,aphredoderus,sayanus,2b101039-7205-4f43-a395-4990071bd4ff,aphredoderidae,aphredoderus,sayanus,30.2591388889,-84.59794444,,,,,,,,,,,,1,?,?
VTO:0057324,Myctophidae,myctophidae,,2b10aae8-f6de-406e-845b-9f38c5f56c6b,myctophidae,diaphus,dumerilii,36.725,-74.6916666667,,,,,,,,,,,,1,?,?
VTO:0041433,Hypentelium etowanum,hypentelium,etowanum,2b116982-2b4e-4cdf-89f1-90be222619d4,catostomidae,hypentelium,etowanum,33.36,-87.4613889,,,,,,,,,,,,1,?,?
VTO:0002647,Scaphiopus holbrookii,scaphiopus,holbrookii,2b128489-5490-4383-9be6-6b72d79c7807,scaphiopodidae,scaphiopus,holbrookii,34.7259,-76.7798,?,1,?,1,?,?,?,1,?,?,?,,,
VTO:0040395,Notropis hypsilepis,notropis,hypsilepis,2b12e6a5-848e-4622-8816-a3991b441b4b,cyprinidae,notropis,hypsilepis,32.70057,-85.27105,,,,,,,,,,,,1,1,?
VTO:0055959,Soleidae,soleidae,,2b12efcc-7634-4ded-9b0f-a5184d592817,soleidae,heteromycteris,oculus,11.815278,99.805278,,,,,,,,,,,,1,0 and 1,?
VTO:0040266,Cyprinella venusta,cyprinella,venusta,2b13552d-d674-4e21-8e2c-145dd0f83534,cyprinidae,cyprinella,venusta,30.510966,-87.505224,,,,,,,,,,,,1,1,?
VTO:0040278,Cyprinella galactura,cyprinella,galactura,2b13af23-134d-4146-8f7c-1160ddc138cc,cyprinidae,cyprinella,galactura,35.1754,-83.370356,,,,,,,,,,,,1,1,?
VTO:0040719,Luxilus chrysocephalus,luxilus,chrysocephalus,2b15c2a1-7da9-4892-9d7a-8e4ed6da81fb,cyprinidae,luxilus,chrysocephalus,32.8897222,-87.2933333,,,,,,,,,,,,1,1,?
VTO:0054207,Poeciliidae,poeciliidae,,2b161488-6426-4675-ac5e-daab63700430,poeciliidae,gambusia,holbrooki,30.1302777778,-84.155,,,,,,,,,,,,?,1,?
VTO:0057715,Ipnopidae,ipnopidae,,2b1705a2-15eb-4698-9060-d6409d8f0e6e,ipnopidae,ipnops,murrayi,23.825,-75.82083333,,,,,,,,,,,,1,?,?
VTO:0079862,Ipnops murrayi,ipnops,murrayi,2b1705a2-15eb-4698-9060-d6409d8f0e6e,ipnopidae,ipnops,murrayi,23.825,-75.82083333,,,,,,,,,,,,1,1,?
VTO:0055812,Paralichthyidae,paralichthyidae,,2b171e38-9911-4034-9366-26c9f17becff,paralichthyidae,etropus,crossotus,30.1756,-87.73778333,,,,,,,,,,,,?,1,?
VTO:0007309,Bufo bufo,bufo,bufo,2b17d0c6-fb8f-44cc-a0ee-1ce4db4028b0,bufonidae,bufo,bufo,36.85,-79.41,?,?,?,?,?,?,?,?,1,?,?,,,
VTO:0041393,Moxostoma duquesnii,moxostoma,duquesnii,2b180eba-f52d-43c1-9ab2-885f42f3cb5d,catostomidae,moxostoma,duquesnii,34.68861,-86.95444,,,,,,,,,,,,1,?,?
VTO:0007309,Bufo bufo,bufo,bufo,2b181a77-3e37-4deb-afa2-6c9177b7b6d7,bufonidae,bufo,bufo,37.3568,-77.4417,?,?,?,?,?,?,?,?,1,?,?,,,
VTO:0055812,Paralichthyidae,paralichthyidae,,2b184b00-823a-4d54-af03-d76cc0a2c52d,paralichthyidae,paralichthys,californicus,26.058569,-112.285094,,,,,,,,,,,,?,1,?
VTO:0038624,Acestrorhynchus microlepis,acestrorhynchus,microlepis,2b185e4b-7e9e-4b22-b9b1-2ed9ea180343,acestrorhynchidae,acestrorhynchus,microlepis,7.61472,-66.1828,,,,,,,,,,,,1,1,?
VTO:0037427,Sternopygidae,sternopygidae,,2b18982a-5e48-44f7-b118-10060befedc8,sternopygidae,eigenmannia,virescens,7.659126,-66.18074,,,,,,,,,,,,0,1,0
VTO:0037497,Eigenmannia virescens,eigenmannia,virescens,2b18982a-5e48-44f7-b118-10060befedc8,sternopygidae,eigenmannia,virescens,7.659126,-66.18074,,,,,,,,,,,,0,1,0
VTO:0057954,Stomias boa,stomias,boa,2b19bc6a-dd3a-45b8-9495-3ed6fcf82dd9,stomiidae,stomias,boa,36.2416666667,-74.825,,,,,,,,,,,,1,1,?
VTO:0057869,Stomiidae,stomiidae,,2b19bc6a-dd3a-45b8-9495-3ed6fcf82dd9,stomiidae,stomias,boa,36.2416666667,-74.825,,,,,,,,,,,,1,0 and 1,?
VTO:0007450,Rhinella margaritifera,rhinella,margaritifera,2b1b04ba-f1ff-48b6-af58-24c5031f3995,bufonidae,rhinella,margaritifera,-0.6333333,-76.5,?,?,?,?,?,?,?,?,1,?,?,,,
VTO:0057324,Myctophidae,myctophidae,,2b1db604-ec1e-4d07-9d0e-2cf96262a813,myctophidae,krefftichthys,anderssoni,-59.4833333,-101.85,,,,,,,,,,,,1,?,?
VTO:0012970,Castor canadensis,castor,canadensis,2b1de1bd-8821-4740-8abd-54cf75850615,castoridae,castor,canadensis,35.189277,-97.265214,1,1,1,1,1,1,?,?,1,?,?,,,
