 "matrix_taxon" , "vto" , "vto_label" , "collection" , "catNum" ,
 "Silurus militaris" , "http://purl.obolibrary.org/obo/VTO_0035722" , "Osteogeneiosus militaris" , "LACM" , "NH 38135-33" ,
 "Silurus felis" , "http://purl.obolibrary.org/obo/VTO_0035683" , "Ariopsis felis" , "MCZ" , "31925" ,
 "Pimelodus spixii" , "http://purl.obolibrary.org/obo/VTO_0035696" , "Cathorops spixii" , "MCZ" , "114" ,
 "Pimelodus sona" , "http://purl.obolibrary.org/obo/VTO_0035716" , "Hemiarius sona" , "MCZ" , "23739" ,
 "Pimelodus sona" , "http://purl.obolibrary.org/obo/VTO_0035716" , "Hemiarius sona" , "MCZ" , "7723" ,
 "Pimelodus sona" , "http://purl.obolibrary.org/obo/VTO_0035716" , "Hemiarius sona" , "MCZ" , "7714" ,
 "Pimelodus sagor" , "http://purl.obolibrary.org/obo/VTO_0035720" , "Hexanematichthys sagor" , "MCZ" , "7714" ,
 "Bagrus genidens" , "http://purl.obolibrary.org/obo/VTO_0035731" , "Genidens genidens" , "MCZ" , "27275" ,
 "Pimelodus peronii" , "http://purl.obolibrary.org/obo/VTO_0035672" , "Galeichthys feliceps" , "MNHN" , "1207" ,
 "Pimelodus sagor" , "http://purl.obolibrary.org/obo/VTO_0035720" , "Hexanematichthys sagor" , "MZB" , "NIP3831" ,
 "Pimelodus sagor" , "http://purl.obolibrary.org/obo/VTO_0035720" , "Hexanematichthys sagor" , "MZB" , "1470" ,
 "Pimelodus sagor" , "http://purl.obolibrary.org/obo/VTO_0035720" , "Hexanematichthys sagor" , "MZB" , "NIP3830" ,
 "Silurus militaris" , "http://purl.obolibrary.org/obo/VTO_0035722" , "Osteogeneiosus militaris" , "MZB" , "NIP503" ,
 "Pimelodus sagor" , "http://purl.obolibrary.org/obo/VTO_0035720" , "Hexanematichthys sagor" , "NMV" , "46559" ,
 "Silurus militaris" , "http://purl.obolibrary.org/obo/VTO_0035722" , "Osteogeneiosus militaris" , "NMV" , "45847" ,
 "Silurus militaris" , "http://purl.obolibrary.org/obo/VTO_0035722" , "Osteogeneiosus militaris" , "NMV" , "46593" ,
 "Silurus militaris" , "http://purl.obolibrary.org/obo/VTO_0035722" , "Osteogeneiosus militaris" , "NMV" , "46594" ,
 "Arius hainesi" , "http://purl.obolibrary.org/obo/VTO_0035690" , "Amissidens hainesi" , "NTM" , "S.10190-002" ,
 "Arius dioctes" , "http://purl.obolibrary.org/obo/VTO_0035717" , "Hemiarius dioctes" , "NTM" , "S.14828-005" ,
 "Arius dioctes" , "http://purl.obolibrary.org/obo/VTO_0035717" , "Hemiarius dioctes" , "NTM" , "S.11190-001" ,
 "Arius hainesi" , "http://purl.obolibrary.org/obo/VTO_0035690" , "Amissidens hainesi" , "QM" , "I.22657" ,
 "Cephalocassis stormii" , "http://purl.obolibrary.org/obo/VTO_0035718" , "Hemiarius stormii" , "RMNH" , "6893" ,
 "Silurus felis" , "http://purl.obolibrary.org/obo/VTO_0035683" , "Ariopsis felis" , "UMMZ" , "18641-S" ,
 "Silurus felis" , "http://purl.obolibrary.org/obo/VTO_0035683" , "Ariopsis felis" , "UMMZ" , "17947" ,
 "Silurus felis" , "http://purl.obolibrary.org/obo/VTO_0035683" , "Ariopsis felis" , "UMMZ" , "186995-S" ,
 "Silurus felis" , "http://purl.obolibrary.org/obo/VTO_0035683" , "Ariopsis felis" , "UMMZ" , "186481" ,
 "Cephalocassis stormii" , "http://purl.obolibrary.org/obo/VTO_0035718" , "Hemiarius stormii" , "UMMZ" , "214619" ,
 "Cephalocassis stormii" , "http://purl.obolibrary.org/obo/VTO_0035718" , "Hemiarius stormii" , "UMMZ" , "155676" ,
 "Cephalocassis stormii" , "http://purl.obolibrary.org/obo/VTO_0035718" , "Hemiarius stormii" , "UMMZ" , "214611" ,
 "Cephalocassis stormii" , "http://purl.obolibrary.org/obo/VTO_0035718" , "Hemiarius stormii" , "UMMZ" , "214609" ,
 "Pimelodus sagor" , "http://purl.obolibrary.org/obo/VTO_0035720" , "Hexanematichthys sagor" , "UMMZ" , "155782" ,
 "Pimelodus sagor" , "http://purl.obolibrary.org/obo/VTO_0035720" , "Hexanematichthys sagor" , "UMMZ" , "55783" ,
 "Silurus militaris" , "http://purl.obolibrary.org/obo/VTO_0035722" , "Osteogeneiosus militaris" , "UMMZ" , "V74-42" ,
 "Silurus militaris" , "http://purl.obolibrary.org/obo/VTO_0035722" , "Osteogeneiosus militaris" , "UMMZ" , "V#66" ,
 "Silurus militaris" , "http://purl.obolibrary.org/obo/VTO_0035722" , "Osteogeneiosus militaris" , "UMMZ" , "V#62" ,
 "Arius melanochir" , "http://purl.obolibrary.org/obo/VTO_0035678" , "Cephalocassis melanochir" , "USNM" , "230311" ,
 "Arius hainesi" , "http://purl.obolibrary.org/obo/VTO_0035690" , "Amissidens hainesi" , "USNM" , "288553" ,
 "Pimelodus sona" , "http://purl.obolibrary.org/obo/VTO_0035716" , "Hemiarius sona" , "USNM" , "149731" ,
 "Cephalocassis stormii" , "http://purl.obolibrary.org/obo/VTO_0035718" , "Hemiarius stormii" , "USNM" , "230312" ,
 "Silurus felis" , "http://purl.obolibrary.org/obo/VTO_0035683" , "Ariopsis felis" , "ZMB" , "31872" ,
 "Pimelodus sagor" , "http://purl.obolibrary.org/obo/VTO_0035720" , "Hexanematichthys sagor" , "ZMB" , "31875" ,
 "Harpadon nehereus" , "http://purl.obolibrary.org/obo/VTO_0057589" , "Harpadon nehereus" , "AMNH" , "17563" ,
 "Osmerus mordax" , "http://purl.obolibrary.org/obo/VTO_0058462" , "Osmerus mordax" , "AMNH" , "110489" ,
 "Osmerus mordax" , "http://purl.obolibrary.org/obo/VTO_0058462" , "Osmerus mordax" , "AMNH" , "32663" ,
 "Osmerus mordax" , "http://purl.obolibrary.org/obo/VTO_0058462" , "Osmerus mordax" , "AMNH" , "114290" ,
 "Synodontis granulosa" , "http://purl.obolibrary.org/obo/VTO_0061770" , "Synodontis granulosa" , "AMNH" , "90242" ,
 "Synodontis angelica" , "http://purl.obolibrary.org/obo/VTO_0061776" , "Synodontis angelica" , "AMNH" , "90250" ,
 "Synodontis angelica" , "http://purl.obolibrary.org/obo/VTO_0061776" , "Synodontis angelica" , "AMNH" , "94488" ,
 "Pseudobagrus brevianalis" , "http://purl.obolibrary.org/obo/VTO_0059510" , "Pseudobagrus brevianalis" , "BMNH" , "1908.5" ,
 "Leiocassis fuscus" , "http://purl.obolibrary.org/obo/VTO_0059441" , "Pseudomystus fuscus" , "CMK" , "7227" ,
 "Synodontis congica" , "http://purl.obolibrary.org/obo/VTO_0061759" , "Synodontis congica" , "CU" , "91397" ,
 "Synodontis congica" , "http://purl.obolibrary.org/obo/VTO_0061759" , "Synodontis congica" , "CU" , "88252" ,
 "Harpadon nehereus" , "http://purl.obolibrary.org/obo/VTO_0057589" , "Harpadon nehereus" , "FMNH" , "179018" ,
 "Parasudis trunculentus" , "http://purl.obolibrary.org/obo/VTO_0057692" , "Parasudis truculenta" , "FMNH" , "67150" ,
 "Otocinclus flexilis" , "http://purl.obolibrary.org/obo/VTO_0060299" , "Macrotocinclus flexilis" , "FMNH" , "59632" ,
 "Esox lucius" , "http://purl.obolibrary.org/obo/VTO_0058015" , "Esox lucius" , "KU" , "19092" ,
 "Umbra limi" , "http://purl.obolibrary.org/obo/VTO_0058028" , "Umbra limi" , "KU" , "10370" ,
 "Oncorhynchus clarki" , "http://purl.obolibrary.org/obo/VTO_0058222" , "Oncorhynchus clarkii" , "KU" , "12449" ,
 "Oncorhynchus clarki" , "http://purl.obolibrary.org/obo/VTO_0058222" , "Oncorhynchus clarkii" , "KU" , "12452" ,
 "Oncorhynchus mykiss" , "http://purl.obolibrary.org/obo/VTO_0058231" , "Oncorhynchus mykiss" , "KU" , "12463" ,
 "Thymallus arcticus" , "http://purl.obolibrary.org/obo/VTO_0058246" , "Thymallus arcticus" , "KU" , "15419" ,
 "Acipenser ruthenus" , "http://purl.obolibrary.org/obo/VTO_0058597" , "Acipenser ruthenus" , "KU" , "22082" ,
 "Otocinclus flexilis" , "http://purl.obolibrary.org/obo/VTO_0060299" , "Macrotocinclus flexilis" , "MCP" , "9724" ,
 "Sudis atrox" , "http://purl.obolibrary.org/obo/VTO_0057512" , "Sudis atrox" , "MCZ" , "60336" ,
 "Scopelarchus analis" , "http://purl.obolibrary.org/obo/VTO_0057534" , "Scopelarchus analis" , "MCZ" , "62599" ,
 "Parasudis trunculentus" , "http://purl.obolibrary.org/obo/VTO_0057692" , "Parasudis truculenta" , "MCZ" , "62398" ,
 "Diplophos taenia" , "http://purl.obolibrary.org/obo/VTO_0057862" , "Diplophos taenia" , "MCZ" , "52535" ,
 "Diplophos taenia" , "http://purl.obolibrary.org/obo/VTO_0057862" , "Diplophos taenia" , "MCZ" , "55469" ,
 "Umbra krameri" , "http://purl.obolibrary.org/obo/VTO_0058030" , "Umbra krameri" , "MZB" , "not given" ,
 "Osmerus mordax" , "http://purl.obolibrary.org/obo/VTO_0058462" , "Osmerus mordax" , "MZUSP" , "não catalogado" ,
 "Oncorhynchus mykiss" , "http://purl.obolibrary.org/obo/VTO_0058231" , "Oncorhynchus mykiss" , "OS" , "11225" ,
 "Benthalbella dentata" , "http://purl.obolibrary.org/obo/VTO_0057527" , "Benthalbella dentata" , "SIO" , "63-379" ,
 "Sudis atrox" , "http://purl.obolibrary.org/obo/VTO_0057512" , "Sudis atrox" , "USNM" , "330285" ,
 "Sudis hyalina" , "http://purl.obolibrary.org/obo/VTO_0057514" , "Sudis hyalina" , "USNM" , "340399" ,
 "Lestrolepis intermedia" , "http://purl.obolibrary.org/obo/VTO_0057522" , "Lestrolepis intermedia" , "USNM" , "290253" ,
 "Scopelarchus analis" , "http://purl.obolibrary.org/obo/VTO_0057534" , "Scopelarchus analis" , "USNM" , "234988" ,
 "Alepisaurus sp." , "http://purl.obolibrary.org/obo/VTO_0057543" , "Alepisaurus" , "USNM" , "200817" ,
 "Aulopus filamentosus" , "http://purl.obolibrary.org/obo/VTO_0057550" , "Aulopus filamentosus" , "USNM" , "292105" ,
 "Aulopus filamentosus" , "http://purl.obolibrary.org/obo/VTO_0057550" , "Aulopus filamentosus" , "USNM" , "301018" ,
 "Synodus variegatus" , "http://purl.obolibrary.org/obo/VTO_0057562" , "Synodus variegatus" , "USNM" , "140825" ,
 "Synodus variegatus" , "http://purl.obolibrary.org/obo/VTO_0057562" , "Synodus variegatus" , "USNM" , "315318" ,
 "Harpadon nehereus" , "http://purl.obolibrary.org/obo/VTO_0057589" , "Harpadon nehereus" , "USNM" , "308838" ,
 "Parasudis trunculentus" , "http://purl.obolibrary.org/obo/VTO_0057692" , "Parasudis truculenta" , "USNM" , "159096" ,
 "Parasudis trunculentus" , "http://purl.obolibrary.org/obo/VTO_0057692" , "Parasudis truculenta" , "USNM" , "159407" ,
 "Parasudis trunculentus" , "http://purl.obolibrary.org/obo/VTO_0057692" , "Parasudis truculenta" , "USNM" , "159850" ,
 "Ahliesaurus berryi" , "http://purl.obolibrary.org/obo/VTO_0057714" , "Ahliesaurus berryi" , "USNM" , "240503" ,
 "Ahliesaurus berryi" , "http://purl.obolibrary.org/obo/VTO_0057714" , "Ahliesaurus berryi" , "USNM" , "240505" ,
 "Diplophos taenia" , "http://purl.obolibrary.org/obo/VTO_0057862" , "Diplophos taenia" , "USNM" , "206614" ,
 "Diplophos taenia" , "http://purl.obolibrary.org/obo/VTO_0057862" , "Diplophos taenia" , "USNM" , "274404" ,
 "Dallia pectoralis" , "http://purl.obolibrary.org/obo/VTO_0058034" , "Dallia pectoralis" , "USNM" , "111643" ,
 "Dallia pectoralis" , "http://purl.obolibrary.org/obo/VTO_0058034" , "Dallia pectoralis" , "USNM" , "034033" ,
 "Salmo gairdneri" , "http://purl.obolibrary.org/obo/VTO_0058231" , "Oncorhynchus mykiss" , "USNM" , "348889" ,
 "Salmo gairdneri" , "http://purl.obolibrary.org/obo/VTO_0058231" , "Oncorhynchus mykiss" , "USNM" , "62995" ,
 "Brachymystax lenok" , "http://purl.obolibrary.org/obo/VTO_0058240" , "Brachymystax lenok" , "USNM" , "105110" ,
 "Argentina striata" , "http://purl.obolibrary.org/obo/VTO_0058294" , "Argentina striata" , "USNM" , "188212" ,
 "Argentina sphyraena" , "http://purl.obolibrary.org/obo/VTO_0058297" , "Argentina sphyraena" , "USNM" , "238016" ,
 "Searsia koefoedi" , "http://purl.obolibrary.org/obo/VTO_0058390" , "Searsia koefoedi" , "USNM" , "206873" ,
 "Osmerus mordax" , "http://purl.obolibrary.org/obo/VTO_0058462" , "Osmerus mordax" , "USNM" , "266697" ,
 "Osmerus mordax" , "http://purl.obolibrary.org/obo/VTO_0058462" , "Osmerus mordax" , "USNM" , "326561" ,
 "Galaxias attenuatus" , "http://purl.obolibrary.org/obo/VTO_0058487" , "Galaxias auratus" , "USNM" , "077366" ,
 "Galaxias auratus" , "http://purl.obolibrary.org/obo/VTO_0058487" , "Galaxias auratus" , "USNM" , "344895" ,
 "Galaxias fasciatus" , "http://purl.obolibrary.org/obo/VTO_0058488" , "Galaxias fasciatus" , "USNM" , "203882" ,
 "Galaxias truttaceus" , "http://purl.obolibrary.org/obo/VTO_0058512" , "Galaxias truttaceus" , "USNM" , "344893" ,
 "Esox lucius" , "http://purl.obolibrary.org/obo/VTO_0058015" , "Esox lucius" , "ZMB" , "18273" ,
 "Salmo lacustris" , "http://purl.obolibrary.org/obo/VTO_0058176" , "Salmo trutta" , "ZMB" , "15269" ,
 "Thymallus thymallus" , "http://purl.obolibrary.org/obo/VTO_0058253" , "Thymallus thymallus" , "ZMB" , "31222" ,
 "Prosopium williamsoni" , "http://purl.obolibrary.org/obo/VTO_0058057" , "Prosopium williamsoni" , "PC" , "uncat." ,
 "Thymallus arcticus" , "http://purl.obolibrary.org/obo/VTO_0058246" , "Thymallus arcticus" , "PC" , "uncat." ,
 "Thymallus thymallus" , "http://purl.obolibrary.org/obo/VTO_0058253" , "Thymallus thymallus" , "PC" , "161045" ,
 "Osmerus eperlanus" , "http://purl.obolibrary.org/obo/VTO_0058463" , "Osmerus eperlanus" , "PC" , "uncat." ,
 "Salmo salar" , "http://purl.obolibrary.org/obo/VTO_0058181" , "Salmo salar" , "NWAFC" , "uncat." ,
 "Esox masquinongy" , "http://purl.obolibrary.org/obo/VTO_0058020" , "Esox masquinongy" , "CU" , "9116" ,
 "Esox masquinongy" , "http://purl.obolibrary.org/obo/VTO_0058020" , "Esox masquinongy" , "CU" , "9118" ,
 "Esox masquinongy" , "http://purl.obolibrary.org/obo/VTO_0058020" , "Esox masquinongy" , "CU" , "19154" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "299" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "736" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "2176" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "2923" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "6404" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "6720" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "6722" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "6723" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "7143" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "7187" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "10052–10055" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "10064" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "10237" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "10539" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "10632" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "10635" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "10656" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "13528" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "31768" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "42256" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "42287" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "42468" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "42966" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "61214" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "61154" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "63035" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "63906" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "63907" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "79335" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "80336" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "88728" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "88891" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "99908" ,
 "Esox americanus vermiculatus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "100821" ,
 "Esox americanus americanus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "1264" ,
 "Esox americanus americanus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "1991" ,
 "Esox americanus americanus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "10417" ,
 "Esox americanus americanus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "10489" ,
 "Esox americanus americanus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "15569" ,
 "Esox americanus americanus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "21817" ,
 "Esox americanus americanus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "21823" ,
 "Esox americanus americanus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "21831" ,
 "Esox americanus americanus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "21832" ,
 "Esox americanus americanus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "21819" ,
 "Esox americanus americanus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "31773" ,
 "Esox americanus americanus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "31774" ,
 "Esox americanus americanus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "31775" ,
 "Esox americanus americanus" , "http://purl.obolibrary.org/obo/VTO_0058016" , "Esox americanus" , "FMNH" , "37025" ,
 "Esox niger" , "http://purl.obolibrary.org/obo/VTO_0058017" , "Esox niger" , "FMNH" , "32727–32732" ,
 "Esox niger" , "http://purl.obolibrary.org/obo/VTO_0058017" , "Esox niger" , "FMNH" , "37026" ,
 "Esox niger" , "http://purl.obolibrary.org/obo/VTO_0058017" , "Esox niger" , "FMNH" , "37027" ,
 "Esox niger" , "http://purl.obolibrary.org/obo/VTO_0058017" , "Esox niger" , "FMNH" , "60693" ,
 "Esox niger" , "http://purl.obolibrary.org/obo/VTO_0058017" , "Esox niger" , "FMNH" , "21811" ,
 "Esox masquinongy" , "http://purl.obolibrary.org/obo/VTO_0058020" , "Esox masquinongy" , "FMNH" , "85991" ,
 "Esox masquinongy" , "http://purl.obolibrary.org/obo/VTO_0058020" , "Esox masquinongy" , "FMNH" , "105931" ,
 "Esox masquinongy" , "http://purl.obolibrary.org/obo/VTO_0058020" , "Esox masquinongy" , "FMNH" , "51273" ,
 "Esox masquinongy" , "http://purl.obolibrary.org/obo/VTO_0058020" , "Esox masquinongy" , "FMNH" , "72177" ,
 "Esox masquinongy" , "http://purl.obolibrary.org/obo/VTO_0058020" , "Esox masquinongy" , "FMNH" , "73806" ,
 "Notropis xaenocephalus" , "http://purl.obolibrary.org/obo/VTO_0040416" , "Notropis xaenocephalus" , "OSM" , "41877" ,
 "Notropis lutipinnis" , "http://purl.obolibrary.org/obo/VTO_0040418" , "Notropis lutipinnis" , "OSM" , "41864" ,
 "Notropis ortenburgeri" , "http://purl.obolibrary.org/obo/VTO_0040421" , "Notropis ortenburgeri" , "OSM" , "69695" ,
 "Gila robusta" , "http://purl.obolibrary.org/obo/VTO_0040501" , "Gila robusta" , "OSM" , "18487" ,
 "Gila robusta" , "http://purl.obolibrary.org/obo/VTO_0040501" , "Gila robusta" , "OSM" , "55106" ,
 "Semotilus margarita" , "http://purl.obolibrary.org/obo/VTO_0040512" , "Margariscus margarita" , "OSM" , "20233" ,
 "Phenacobius teretulus" , "http://purl.obolibrary.org/obo/VTO_0040538" , "Phenacobius teretulus" , "OSM" , "23656" ,
 "Phenacobius mirabilis" , "http://purl.obolibrary.org/obo/VTO_0040540" , "Phenacobius mirabilis" , "OSM" , "40594" ,
 "Phenacobius mirabilis" , "http://purl.obolibrary.org/obo/VTO_0040540" , "Phenacobius mirabilis" , "OSM" , "69651" ,
 "Phenacobius mirabilis" , "http://purl.obolibrary.org/obo/VTO_0040540" , "Phenacobius mirabilis" , "OSM" , "37226" ,
 "Phenacobius mirabilis" , "http://purl.obolibrary.org/obo/VTO_0040540" , "Phenacobius mirabilis" , "OSM" , "37248" ,
 "Phenacobius mirabilis" , "http://purl.obolibrary.org/obo/VTO_0040540" , "Phenacobius mirabilis" , "OSM" , "69653" ,
 "Phenacobius mirabilis" , "http://purl.obolibrary.org/obo/VTO_0040540" , "Phenacobius mirabilis" , "OSM" , "69654" ,
 "Phenacobius mirabilis" , "http://purl.obolibrary.org/obo/VTO_0040540" , "Phenacobius mirabilis" , "OSM" , "37224" ,
 "Phenacobius mirabilis" , "http://purl.obolibrary.org/obo/VTO_0040540" , "Phenacobius mirabilis" , "OSM" , "37225" ,
 "Phenacobius mirabilis" , "http://purl.obolibrary.org/obo/VTO_0040540" , "Phenacobius mirabilis" , "OSM" , "1691" ,
 "Phenacobius mirabilis" , "http://purl.obolibrary.org/obo/VTO_0040540" , "Phenacobius mirabilis" , "OSM" , "69655" ,
 "Notropis bifrenatus" , "http://purl.obolibrary.org/obo/VTO_0040368" , "Notropis bifrenatus" , "UMMZ" , "140635" ,
 "Acrocheilus alutaceus" , "http://purl.obolibrary.org/obo/VTO_0040484" , "Acrocheilus alutaceus" , "UMMZ" , "186628" ,
 "Gila pandora" , "http://purl.obolibrary.org/obo/VTO_0040500" , "Gila pandora" , "UMMZ" , "135115" ,
 "Gila robusta" , "http://purl.obolibrary.org/obo/VTO_0040501" , "Gila robusta" , "UMMZ" , "164535" ,
 "Lepidomeda vittata" , "http://purl.obolibrary.org/obo/VTO_0040527" , "Lepidomeda vittata" , "UMMZ" , "179572" ,
 "Phenacobius crassilabrum" , "http://purl.obolibrary.org/obo/VTO_0040536" , "Phenacobius crassilabrum" , "UMMZ" , "157434" ,
 "Phenacobius teretulus" , "http://purl.obolibrary.org/obo/VTO_0040538" , "Phenacobius teretulus" , "UMMZ" , "147660" ,
 "Harttia sp." , "http://purl.obolibrary.org/obo/VTO_0060095" , "Harttia sp. (Armbruster 2004)" , "AMNH" , "14408SW" ,
 "Pareiorhina sp." , "http://purl.obolibrary.org/obo/VTO_0060122" , "Pareiorhina sp. (Armbruster 2004)" , "AMNH" , "174125" ,
 "Panaque sp." , "http://purl.obolibrary.org/obo/VTO_0060125" , "Panaque sp. (de Pinna 1993)" , "AMNH" , "uncat." ,
 "Hypostomus sp." , "http://purl.obolibrary.org/obo/VTO_0060186" , "Hypostomus sp. (de Pinna 1993)" , "AMNH" , "43453" ,
 "Hypostomus emarginatus 1" , "http://purl.obolibrary.org/obo/VTO_0060252" , "Hypostomus emarginatus 1 (Armbruster 2004)" , "AMNH" , "12607" ,
 "Corymbophanes andersoni" , "http://purl.obolibrary.org/obo/VTO_0060279" , "Corymbophanes andersoni" , "AMNH" , "9187" ,
 "Farlowella sp." , "http://purl.obolibrary.org/obo/VTO_0060339" , "Farlowella sp. (de Pinna 1993)" , "AMNH" , "21813" ,
 "Farlowella sp." , "http://purl.obolibrary.org/obo/VTO_0060339" , "Farlowella sp. (de Pinna 1993)" , "AMNH" , "uncat." ,
 "Neblinichthys pilosus" , "http://purl.obolibrary.org/obo/VTO_0060389" , "Neblinichthys pilosus" , "AMNH" , "56138SW" ,
 "Pterygoplichthys lituratus" , "http://purl.obolibrary.org/obo/VTO_0060415" , "Pterygoplichthys lituratus" , "AMNH" , "39945" ,
 "Euristhmus lepturus" , "http://purl.obolibrary.org/obo/VTO_0060442" , "Euristhmus lepturus" , "AMNH" , "33657" ,
 "Pseudolithoxus anthrax" , "http://purl.obolibrary.org/obo/VTO_0060128" , "Pseudolithoxus anthrax" , "ANSP" , "162175" ,
 "Hypostomus francisci" , "http://purl.obolibrary.org/obo/VTO_0060211" , "Hypostomus francisci" , "ANSP" , "172107" ,
 "Hypostomus micromaculatus" , "http://purl.obolibrary.org/obo/VTO_0060226" , "Hypostomus micromaculatus" , "ANSP" , "160774" ,
 "Lasiancistrus mayoloi" , "http://purl.obolibrary.org/obo/VTO_0060314" , "Lasiancistrus caucanus" , "ANSP" , "88385" ,
 "Baryancistrus niveatus" , "http://purl.obolibrary.org/obo/VTO_0060132" , "Baryancistrus niveatus" , "AUM" , "27733" ,
 "Corymbophanes andersoni" , "http://purl.obolibrary.org/obo/VTO_0060279" , "Corymbophanes andersoni" , "AUM" , "28149" ,
 "Sturisoma lyra" , "http://purl.obolibrary.org/obo/VTO_0060146" , "Sturisoma lyra" , "BMNH" , "97.12.1:72" ,
