 "matrix_taxon" , "vto" , "vto_label" , "collection" , "catNum" ,
 "Brachyplatystoma vaillanti" , "http://purl.obolibrary.org/obo/VTO_0036386" , "Brachyplatystoma vaillantii" , "MBUCV" , "V-s/n" ,
 "Pimelodus pictus" , "http://purl.obolibrary.org/obo/VTO_0036400" , "Pimelodus pictus" , "MBUCV" , "-V-CT70" ,
 "Champsodon snyderi" , "http://purl.obolibrary.org/obo/VTO_0043810" , "Champsodon snyderi" , "MCZ" , "99264" ,
 "Echeneis neucratoides" , "http://purl.obolibrary.org/obo/VTO_0043245" , "Echeneis neucratoides" , "ROM" , "1683CS (dissected)" ,
 "Echeneis neucratoides" , "http://purl.obolibrary.org/obo/VTO_0043245" , "Echeneis neucratoides" , "ROM" , "1687CS (dissected)" ,
 "Echeneis neucratoides" , "http://purl.obolibrary.org/obo/VTO_0043245" , "Echeneis neucratoides" , "ROM" , "16184CS" ,
 "Echeneis neucratoides" , "http://purl.obolibrary.org/obo/VTO_0043245" , "Echeneis neucratoides" , "ROM" , "1685CS" ,
 "Echeneis neucratoides" , "http://purl.obolibrary.org/obo/VTO_0043245" , "Echeneis neucratoides" , "ROM" , "1686CS" ,
 "Echeneis neucratoides" , "http://purl.obolibrary.org/obo/VTO_0043245" , "Echeneis neucratoides" , "ROM" , "1688CS" ,
 "Remora brachyptera" , "http://purl.obolibrary.org/obo/VTO_0043251" , "Remora brachyptera" , "ROM" , "1676CS (dissected)" ,
 "Remora brachyptera" , "http://purl.obolibrary.org/obo/VTO_0043251" , "Remora brachyptera" , "ROM" , "1697CS (dissected)" ,
 "Remora brachyptera" , "http://purl.obolibrary.org/obo/VTO_0043251" , "Remora brachyptera" , "ROM" , "1652CS" ,
 "Remora brachyptera" , "http://purl.obolibrary.org/obo/VTO_0043251" , "Remora brachyptera" , "ROM" , "1675CS" ,
 "Remora brachyptera" , "http://purl.obolibrary.org/obo/VTO_0043251" , "Remora brachyptera" , "ROM" , "1677CS" ,
 "Remora brachyptera" , "http://purl.obolibrary.org/obo/VTO_0043251" , "Remora brachyptera" , "ROM" , "1678CS" ,
 "Remora brachyptera" , "http://purl.obolibrary.org/obo/VTO_0043251" , "Remora brachyptera" , "ROM" , "1679CS" ,
 "Remora brachyptera" , "http://purl.obolibrary.org/obo/VTO_0043251" , "Remora brachyptera" , "ROM" , "1680CS" ,
 "Remora brachyptera" , "http://purl.obolibrary.org/obo/VTO_0043251" , "Remora brachyptera" , "ROM" , "1681CS" ,
 "Remora brachyptera" , "http://purl.obolibrary.org/obo/VTO_0043251" , "Remora brachyptera" , "ROM" , "1696CS" ,
 "Remora brachyptera" , "http://purl.obolibrary.org/obo/VTO_0043251" , "Remora brachyptera" , "ROM" , "1698CS" ,
 "Remora brachyptera" , "http://purl.obolibrary.org/obo/VTO_0043251" , "Remora brachyptera" , "ROM" , "1699CS" ,
 "Remora brachyptera" , "http://purl.obolibrary.org/obo/VTO_0043251" , "Remora brachyptera" , "ROM" , "1700CS" ,
 "Remora osteochir" , "http://purl.obolibrary.org/obo/VTO_0043252" , "Remora osteochir" , "ROM" , "1695CS" ,
 "Remora remora" , "http://purl.obolibrary.org/obo/VTO_0043254" , "Remora remora" , "ROM" , "1260CS (2 specimens, of which 1 dissected)" ,
 "Remora remora" , "http://purl.obolibrary.org/obo/VTO_0043254" , "Remora remora" , "ROM" , "1682CS (dissected)" ,
 "Remora remora" , "http://purl.obolibrary.org/obo/VTO_0043254" , "Remora remora" , "ROM" , "1652CS" ,
 "Remora remora" , "http://purl.obolibrary.org/obo/VTO_0043254" , "Remora remora" , "ROM" , "1694CS" ,
 "Seriola dumerili" , "http://purl.obolibrary.org/obo/VTO_0043313" , "Seriola dumerili" , "ROM" , "1651CS (2 specimens dissected)" ,
 "Morone americana" , "http://purl.obolibrary.org/obo/VTO_0044922" , "Morone americana" , "ROM" , "369CS" ,
 "Morone americana" , "http://purl.obolibrary.org/obo/VTO_0044922" , "Morone americana" , "ROM" , "373CS" ,
 "Morone americana" , "http://purl.obolibrary.org/obo/VTO_0044922" , "Morone americana" , "ROM" , "1064CS" ,
 "Morone americana" , "http://purl.obolibrary.org/obo/VTO_0044922" , "Morone americana" , "ROM" , "2605" ,
 "Bovichthys variegatus" , "http://purl.obolibrary.org/obo/VTO_0043730" , "Bovichtus variegatus" , "SAM" , "no catalog number (2 specimens)" ,
 "Remorina albescens" , "http://purl.obolibrary.org/obo/VTO_0043247" , "Remorina albescens" , "SIO" , "83–58 (dissected)" ,
 "Remorina albescens" , "http://purl.obolibrary.org/obo/VTO_0043247" , "Remorina albescens" , "SIO" , "84–97 (dissected)" ,
 "Clupisoma garua" , "http://purl.obolibrary.org/obo/VTO_0036208" , "Clupisoma garua" , "UMMZ" , "208456" ,
 "Clupisoma garua" , "http://purl.obolibrary.org/obo/VTO_0036208" , "Clupisoma garua" , "UMMZ" , "208355" ,
 "Eutropiichthys vacha" , "http://purl.obolibrary.org/obo/VTO_0036212" , "Eutropiichthys vacha" , "UMMZ" , "208330" ,
 "Plotosus canius" , "http://purl.obolibrary.org/obo/VTO_0036303" , "Plotosus canius" , "UMMZ" , "155790" ,
 "Pangasius sutchi" , "http://purl.obolibrary.org/obo/VTO_0036429" , "Pangasianodon hypophthalmus" , "UMMZ" , "186691" ,
 "Remora osteochir" , "http://purl.obolibrary.org/obo/VTO_0043252" , "Remora osteochir" , "USNM" , "181894" ,
 "Champsodon atridorsalis" , "http://purl.obolibrary.org/obo/VTO_0043809" , "Champsodon atridorsalis" , "USNM" , "297752" ,
 "Champsodon atridorsalis" , "http://purl.obolibrary.org/obo/VTO_0043809" , "Champsodon atridorsalis" , "USNM" , "323056" ,
 "Champsodon snyderi" , "http://purl.obolibrary.org/obo/VTO_0043810" , "Champsodon snyderi" , "USNM" , "149294" ,
 "Morone americana" , "http://purl.obolibrary.org/obo/VTO_0044922" , "Morone americana" , "USNM" , "109851" ,
 "Morone americana" , "http://purl.obolibrary.org/obo/VTO_0044922" , "Morone americana" , "USNM" , "187300" ,
 "Morone americana" , "http://purl.obolibrary.org/obo/VTO_0044922" , "Morone americana" , "USNM" , "322796" ,
 "Ambassis wolffii" , "http://purl.obolibrary.org/obo/VTO_0044746" , "Parambassis wolffii" , "NHM" , "31.200 [1898-4-2-67], dry skeleton, Siam" ,
 "Corydoras punctatus" , "http://purl.obolibrary.org/obo/VTO_0061402" , "Corydoras punctatus" , "INPA" , "7814" ,
 "Diplomystes camposensis" , "http://purl.obolibrary.org/obo/VTO_0061424" , "Diplomystes camposensis" , "IZUA" , "1987" ,
 "Diplomystes chilensis" , "http://purl.obolibrary.org/obo/VTO_0061422" , "Diplomystes chilensis" , "MBUCV" , "V-CT585" ,
 "Aspidoras belenos" , "http://purl.obolibrary.org/obo/VTO_0061357" , "Aspidoras belenos" , "MCP" , "19294" ,
 "Aspidoras rochai" , "http://purl.obolibrary.org/obo/VTO_0061359" , "Aspidoras rochai" , "MCP" , "19402" ,
 "Corydoras xinguensis" , "http://purl.obolibrary.org/obo/VTO_0061393" , "Corydoras xinguensis" , "MCP" , "15633" ,
 "Corydoras punctatus" , "http://purl.obolibrary.org/obo/VTO_0061402" , "Corydoras punctatus" , "MCP" , "16138" ,
 "Diplomystes papillosus" , "http://purl.obolibrary.org/obo/VTO_0061422" , "Diplomystes chilensis" , "MCZ" , "36195" ,
 "Diplomystes papillosus" , "http://purl.obolibrary.org/obo/VTO_0061422" , "Diplomystes chilensis" , "MCZ" , "8290" ,
 "Diplomystes chilensis" , "http://purl.obolibrary.org/obo/VTO_0061424" , "Diplomystes camposensis" , "MCZ" , "54388" ,
 "Parauchenoglanis guttatus" , "http://purl.obolibrary.org/obo/VTO_0061452" , "Parauchenoglanis monkei" , "MCZ" , "50747" ,
 "Aspidoras lakoi" , "http://purl.obolibrary.org/obo/VTO_0061351" , "Aspidoras lakoi" , "MNRJ" , "5293" ,
 "Aspidoras virgulatus" , "http://purl.obolibrary.org/obo/VTO_0061354" , "Aspidoras virgulatus" , "MNRJ" , "4736" ,
 "Aspidoras aff. poecilus" , "http://purl.obolibrary.org/obo/VTO_0061356" , "Aspidoras aff. poecilus (Britto 2003)" , "MNRJ" , "997" ,
 "Aspidoras aff. poecilus" , "http://purl.obolibrary.org/obo/VTO_0061356" , "Aspidoras aff. poecilus (Britto 2003)" , "MNRJ" , "5233" ,
 "Aspidoras aff. poecilus" , "http://purl.obolibrary.org/obo/VTO_0061356" , "Aspidoras aff. poecilus (Britto 2003)" , "MNRJ" , "11716" ,
 "Aspidoras aff. poecilus" , "http://purl.obolibrary.org/obo/VTO_0061356" , "Aspidoras aff. poecilus (Britto 2003)" , "MNRJ" , "12779" ,
 "Aspidoras aff. poecilus" , "http://purl.obolibrary.org/obo/VTO_0061356" , "Aspidoras aff. poecilus (Britto 2003)" , "MNRJ" , "13045" ,
 "Aspidoras menezesi" , "http://purl.obolibrary.org/obo/VTO_0061352" , "Aspidoras menezesi" , "MZUSP" , "49952" ,
 "Aspidoras cf. pauciradiatus" , "http://purl.obolibrary.org/obo/VTO_0061353" , "Aspidoras cf. pauciradiatus (Britto 2003)" , "MZUSP" , "14634" ,
 "Aspidoras cf. pauciradiatus" , "http://purl.obolibrary.org/obo/VTO_0061353" , "Aspidoras cf. pauciradiatus (Britto 2003)" , "MZUSP" , "30841" ,
 "Aspidoras cf. pauciradiatus" , "http://purl.obolibrary.org/obo/VTO_0061353" , "Aspidoras cf. pauciradiatus (Britto 2003)" , "MZUSP" , "31282" ,
 "Aspidoras belenos" , "http://purl.obolibrary.org/obo/VTO_0061357" , "Aspidoras belenos" , "MZUSP" , "51208" ,
 "Aspidoras rochai" , "http://purl.obolibrary.org/obo/VTO_0061359" , "Aspidoras rochai" , "MZUSP" , "24634" ,
 "Corydoras approuaguensis" , "http://purl.obolibrary.org/obo/VTO_0061365" , "Corydoras approuaguensis" , "MZUSP" , "27895" ,
 "Corydoras approuaguensis" , "http://purl.obolibrary.org/obo/VTO_0061365" , "Corydoras approuaguensis" , "MZUSP" , "27896" ,
 "Corydoras pinheiroi" , "http://purl.obolibrary.org/obo/VTO_0061367" , "Corydoras pinheiroi" , "MZUSP" , "48099" ,
 "Corydoras cochui" , "http://purl.obolibrary.org/obo/VTO_0061371" , "Corydoras cochui" , "MZUSP" , "35838" ,
 "Corydoras sarareensis" , "http://purl.obolibrary.org/obo/VTO_0061373" , "Corydoras sarareensis" , "MZUSP" , "48100" ,
 "Corydoras virginiae" , "http://purl.obolibrary.org/obo/VTO_0061374" , "Corydoras virginiae" , "MZUSP" , "45715" ,
 "Corydoras paralelus" , "http://purl.obolibrary.org/obo/VTO_0061376" , "Corydoras parallelus" , "MZUSP" , "45716" ,
 "Corydoras bifasciatus" , "http://purl.obolibrary.org/obo/VTO_0061383" , "Corydoras bifasciatus" , "MZUSP" , "38976" ,
 "Corydoras baderi" , "http://purl.obolibrary.org/obo/VTO_0061384" , "Corydoras baderi" , "MZUSP" , "38986" ,
 "Corydoras heteromorphus" , "http://purl.obolibrary.org/obo/VTO_0061387" , "Corydoras heteromorphus" , "MZUSP" , "9084" ,
 "Corydoras heteromorphus" , "http://purl.obolibrary.org/obo/VTO_0061387" , "Corydoras heteromorphus" , "MZUSP" , "9085" ,
 "Corydoras xinguensis" , "http://purl.obolibrary.org/obo/VTO_0061393" , "Corydoras xinguensis" , "MZUSP" , "36864" ,
 "Corydoras xinguensis" , "http://purl.obolibrary.org/obo/VTO_0061393" , "Corydoras xinguensis" , "MZUSP" , "38974" ,
 "Corydoras xinguensis" , "http://purl.obolibrary.org/obo/VTO_0061393" , "Corydoras xinguensis" , "MZUSP" , "38980" ,
 "Corydoras xinguensis" , "http://purl.obolibrary.org/obo/VTO_0061393" , "Corydoras xinguensis" , "MZUSP" , "38987" ,
 "Corydoras punctatus" , "http://purl.obolibrary.org/obo/VTO_0061402" , "Corydoras punctatus" , "MZUSP" , "42507" ,
 "Corydoras incolicana" , "http://purl.obolibrary.org/obo/VTO_0061403" , "Corydoras incolicana" , "MZUSP" , "45717" ,
 "Aspidoras virgulatus" , "http://purl.obolibrary.org/obo/VTO_0061354" , "Aspidoras virgulatus" , "UFRJ" , "1775" ,
 "Aspidoras aff. poecilus" , "http://purl.obolibrary.org/obo/VTO_0061356" , "Aspidoras aff. poecilus (Britto 2003)" , "UFRJ" , "0201" ,
 "Aspidoras aff. poecilus" , "http://purl.obolibrary.org/obo/VTO_0061356" , "Aspidoras aff. poecilus (Britto 2003)" , "UFRJ" , "2189" ,
 "Aspidoras belenos" , "http://purl.obolibrary.org/obo/VTO_0061357" , "Aspidoras belenos" , "UFRJ" , "1206" ,
 "Aspidoras belenos" , "http://purl.obolibrary.org/obo/VTO_0061357" , "Aspidoras belenos" , "UFRJ" , "3861" ,
 "Corydoras cochui" , "http://purl.obolibrary.org/obo/VTO_0061371" , "Corydoras cochui" , "UFRJ" , "1760" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202456" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202457" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202458" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202459" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202460" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202461" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202462" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202463" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202464" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202465" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202466" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202467" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202468" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202469" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202470" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202471" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202472" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202473" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202474" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202475" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202476" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202477" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202478" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202479" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202480" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202481" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202482" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202483" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202484" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202485" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202486" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202487" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202488" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202489" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "202490" ,
 "Physalaemus pustulosus" , "http://purl.obolibrary.org/obo/VTO_0005853" , "Engystomops pustulosus" , "USNM" , "227621" ,
 "Corydoras baderi" , "http://purl.obolibrary.org/obo/VTO_0061384" , "Corydoras baderi" , "USNM" , "225587" ,
 "Corydoras sanchesi" , "http://purl.obolibrary.org/obo/VTO_0061400" , "Corydoras sanchesi" , "USNM" , "203810" ,
 "Taunayia bifasciata" , "http://purl.obolibrary.org/obo/VTO_0035659" , "Taunayia bifasciata" , "AMNH" , "8668" ,
 "Hoplosternum punctatum" , "http://purl.obolibrary.org/obo/VTO_0061364" , "Hoplosternum punctatum" , "AMNH" , "11580" ,
 "Eutropius grenfelli" , "http://purl.obolibrary.org/obo/VTO_0061456" , "Schilbe grenfelli" , "AMNH" , "6636" ,
 "Eutropius sp." , "http://purl.obolibrary.org/obo/VTO_0061471" , "Eutropius sp. (de Pinna 1993)" , "AMNH" , "21898" ,
 "Siluranodon auritus" , "http://purl.obolibrary.org/obo/VTO_0061483" , "Siluranodon auritus" , "AMNH" , "55368" ,
 "Ameiurus sp." , "http://purl.obolibrary.org/obo/VTO_0061487" , "Ameiurus sp. (de Pinna 1993)" , "AMNH" , "94463" ,
 "Astephus, Indeterminate Species" , "http://purl.obolibrary.org/obo/VTO_0061490" , "Astephus sp. (Lundberg 1992)" , "AMNH" , "6060" ,
 "Gladioglanis machadoi" , "http://purl.obolibrary.org/obo/VTO_0035637" , "Gladioglanis machadoi" , "ANSP" , "V87-23" ,
 "Gladioglanis machadoi" , "http://purl.obolibrary.org/obo/VTO_0035637" , "Gladioglanis machadoi" , "ANSP" , "não catalog" ,
 "Gladioglanis machadoi" , "http://purl.obolibrary.org/obo/VTO_0035637" , "Gladioglanis machadoi" , "ANSP" , "158239" ,
 "Diplomystes chilensis" , "http://purl.obolibrary.org/obo/VTO_0061422" , "Diplomystes chilensis" , "ANSP" , "84194" ,
 "Akysis macronemus" , "http://purl.obolibrary.org/obo/VTO_0061330" , "Pseudobagarius macronemus" , "BMNH" , "1980.10.10.188-192" ,
 "Olivaicichtys viedmensis" , "http://purl.obolibrary.org/obo/VTO_0061426" , "Olivaichthys viedmensis" , "DU" , "F913" ,
 "Gladioglanis machadoi" , "http://purl.obolibrary.org/obo/VTO_0035637" , "Gladioglanis machadoi" , "FMNH" , "94793" ,
 "Imparfinis mirini" , "http://purl.obolibrary.org/obo/VTO_0035664" , "Imparfinis mirini" , "FMNH" , "54335" ,
 "Ompok hypophthalmus" , "http://purl.obolibrary.org/obo/VTO_0061964" , "Ompok hypophthalmus" , "CAS-SU" , "31077" ,
 "Silurus grahami" , "http://purl.obolibrary.org/obo/VTO_0061948" , "Silurus grahami" , "DU" , "F-911" ,
 "Ompok hypophthalmus" , "http://purl.obolibrary.org/obo/VTO_0061964" , "Ompok hypophthalmus" , "FMNH" , "50843" ,
 "Ompok hypophthalmus" , "http://purl.obolibrary.org/obo/VTO_0061964" , "Ompok hypophthalmus" , "FMNH" , "15743" ,
 "Ompok sabanus" , "http://purl.obolibrary.org/obo/VTO_0061972" , "Kryptopterus sabanus" , "FMNH" , "94243" ,
 "Ompok sabanus" , "http://purl.obolibrary.org/obo/VTO_0061972" , "Kryptopterus sabanus" , "FMNH" , "44828" ,
 "Kryptopterus parvanalis" , "http://purl.obolibrary.org/obo/VTO_0062014" , "Phalacronotus parvanalis" , "FMNH" , "44837" ,
 "Kryptopterus parvanalis" , "http://purl.obolibrary.org/obo/VTO_0062014" , "Phalacronotus parvanalis" , "FMNH" , "44838" ,
 "Kryptopterus parvanalis" , "http://purl.obolibrary.org/obo/VTO_0062014" , "Phalacronotus parvanalis" , "FMNH" , "44839" ,
 "Kryptopterus parvanalis" , "http://purl.obolibrary.org/obo/VTO_0062014" , "Phalacronotus parvanalis" , "FMNH" , "68014" ,
 "Kryptopterus parvanalis" , "http://purl.obolibrary.org/obo/VTO_0062014" , "Phalacronotus parvanalis" , "FMNH" , "68015" ,
 "Kryptopterus parvanalis" , "http://purl.obolibrary.org/obo/VTO_0062014" , "Phalacronotus parvanalis" , "FMNH" , "68016" ,
 "Kryptopterus parvanalis" , "http://purl.obolibrary.org/obo/VTO_0062014" , "Phalacronotus parvanalis" , "FMNH" , "68017" ,
 "Kryptopterus parvanalis" , "http://purl.obolibrary.org/obo/VTO_0062014" , "Phalacronotus parvanalis" , "FMNH" , "68019" ,
 "Kryptopterus parvanalis" , "http://purl.obolibrary.org/obo/VTO_0062014" , "Phalacronotus parvanalis" , "FMNH" , "68020" ,
 "Kryptopterus parvanalis" , "http://purl.obolibrary.org/obo/VTO_0062014" , "Phalacronotus parvanalis" , "FMNH" , "68022" ,
 "Wallago maculatus" , "http://purl.obolibrary.org/obo/VTO_0062018" , "Wallago maculatus" , "FMNH" , "68033" ,
 "Wallago maculatus" , "http://purl.obolibrary.org/obo/VTO_0062018" , "Wallago maculatus" , "FMNH" , "68035" ,
 "Wallago maculatus" , "http://purl.obolibrary.org/obo/VTO_0062018" , "Wallago maculatus" , "FMNH" , "68037" ,
 "Silurus soldatovi soldatovi" , "http://purl.obolibrary.org/obo/VTO_0061943" , "Silurus soldatovi" , "KIZ" , "809288" ,
 "Silurus grahami" , "http://purl.obolibrary.org/obo/VTO_0061948" , "Silurus grahami" , "KIZ" , "776517" ,
 "Silurus grahami" , "http://purl.obolibrary.org/obo/VTO_0061948" , "Silurus grahami" , "KIZ" , "862873" ,
 "Silurus grahami" , "http://purl.obolibrary.org/obo/VTO_0061948" , "Silurus grahami" , "KIZ" , "862877" ,
 "Silurus grahami" , "http://purl.obolibrary.org/obo/VTO_0061948" , "Silurus grahami" , "KIZ" , "8611001" ,
 "Silurus grahami" , "http://purl.obolibrary.org/obo/VTO_0061948" , "Silurus grahami" , "KIZ" , "8611002" ,
 "Silurus grahami" , "http://purl.obolibrary.org/obo/VTO_0061948" , "Silurus grahami" , "KIZ" , "8611003" ,
 "Kryptopterus parvanalis" , "http://purl.obolibrary.org/obo/VTO_0062014" , "Phalacronotus parvanalis" , "KIZ" , "7890606" ,
 "Kryptopterus parvanalis" , "http://purl.obolibrary.org/obo/VTO_0062014" , "Phalacronotus parvanalis" , "KIZ" , "7890607" ,
 "Kryptopterus parvanalis" , "http://purl.obolibrary.org/obo/VTO_0062014" , "Phalacronotus parvanalis" , "KIZ" , "7890608" ,
 "Kryptopterus parvanalis" , "http://purl.obolibrary.org/obo/VTO_0062014" , "Phalacronotus parvanalis" , "KIZ" , "7890611" ,
 "Kryptopterus parvanalis" , "http://purl.obolibrary.org/obo/VTO_0062014" , "Phalacronotus parvanalis" , "KIZ" , "7890612" ,
 "Kryptopterus parvanalis" , "http://purl.obolibrary.org/obo/VTO_0062014" , "Phalacronotus parvanalis" , "KIZ" , "7890613" ,
 "Kryptopterus parvanalis" , "http://purl.obolibrary.org/obo/VTO_0062014" , "Phalacronotus parvanalis" , "KIZ" , "7890614" ,
 "Kryptopterus parvanalis" , "http://purl.obolibrary.org/obo/VTO_0062014" , "Phalacronotus parvanalis" , "KIZ" , "7890616" ,
 "Kryptopterus parvanalis" , "http://purl.obolibrary.org/obo/VTO_0062014" , "Phalacronotus parvanalis" , "KIZ" , "7890617" ,
 "Kryptopterus parvanalis" , "http://purl.obolibrary.org/obo/VTO_0062014" , "Phalacronotus parvanalis" , "KIZ" , "7890619" ,
 "Ompok hypophthalmus" , "http://purl.obolibrary.org/obo/VTO_0061964" , "Ompok hypophthalmus" , "KUMF" , "0890" ,
 "Ompok hypophthalmus" , "http://purl.obolibrary.org/obo/VTO_0061964" , "Ompok hypophthalmus" , "KUMF" , "0891" ,
 "Ompok hypophthalmus" , "http://purl.obolibrary.org/obo/VTO_0061964" , "Ompok hypophthalmus" , "KUMF" , "0892" ,
 "Ompok hypophthalmus" , "http://purl.obolibrary.org/obo/VTO_0061964" , "Ompok hypophthalmus" , "KUMF" , "0894" ,
 "Kryptopterus parvanalis" , "http://purl.obolibrary.org/obo/VTO_0062014" , "Phalacronotus parvanalis" , "KUMF" , "00425" ,
 "Kryptopterus parvanalis" , "http://purl.obolibrary.org/obo/VTO_0062014" , "Phalacronotus parvanalis" , "KUMF" , "0817" ,
 "Ompok anostomus" , "http://purl.obolibrary.org/obo/VTO_0061958" , "Ompok anostomus" , "MNHN" , "A.8949" ,
 "Ompok anostomus" , "http://purl.obolibrary.org/obo/VTO_0061958" , "Ompok anostomus" , "MNHN" , "A.8950" ,
 "Ompok urbaini" , "http://purl.obolibrary.org/obo/VTO_0061969" , "Ompok urbaini" , "MNHN" , "1966.706" ,
 "Ompok urbaini" , "http://purl.obolibrary.org/obo/VTO_0061969" , "Ompok urbaini" , "MNHN" , "1966.707" ,
 "Ompok urbaini" , "http://purl.obolibrary.org/obo/VTO_0061969" , "Ompok urbaini" , "MNHN" , "1906.708" ,
 "Spinacanthus cuneiformis" , "http://purl.obolibrary.org/obo/VTO_0069964" , "Spinacanthus cuneiformis" , "MNHN" , "LP 10918" ,
 "Proaracana dubia" , "http://purl.obolibrary.org/obo/VTO_0070125" , "Proaracana dubia" , "MNHN" , "LP 10974/10975" ,
 "Proaracana dubia" , "http://purl.obolibrary.org/obo/VTO_0070125" , "Proaracana dubia" , "MSNVR" , "T 8/T 63" ,
 "Proaracana dubia" , "http://purl.obolibrary.org/obo/VTO_0070125" , "Proaracana dubia" , "MSNVR" , "IG 23607" ,
 "Protobalistum imperiale" , "http://purl.obolibrary.org/obo/VTO_0070132" , "Protobalistum imperialis" , "MSNVR" , "T 21/2" ,
 "Ompok hypophthalmus" , "http://purl.obolibrary.org/obo/VTO_0061964" , "Ompok hypophthalmus" , "RMNH" , "2907" ,
 "Ompok hypophthalmus" , "http://purl.obolibrary.org/obo/VTO_0061964" , "Ompok hypophthalmus" , "RMNH" , "2909" ,
 "Ompok hypophthalmus" , "http://purl.obolibrary.org/obo/VTO_0061964" , "Ompok hypophthalmus" , "RMNH" , "7818" ,
 "Ompok hypophthalmus" , "http://purl.obolibrary.org/obo/VTO_0061964" , "Ompok hypophthalmus" , "RMNH" , "28899" ,
 "Kryptopterus lais" , "http://purl.obolibrary.org/obo/VTO_0061977" , "Kryptopterus lais" , "RMNH" , "28894" ,
