Valid Taxon,Valid Taxon label,sesamoid bone of manus,carpal bone,metacarpal bone,humerus,ulna,radius bone,centrale (fore),ulnare,phalanx of manus,intermedium,radiale
VTO:9000726,Micromelerpeton credneri,?,?,?,1,1,1,?,?,?,?,?
VTO:9001324,Diceratosaurus brevirostris,?,0,?,1,1,1,0,0,?,0,0
VTO:9000727,Neldasaurus wrightae,?,?,?,1,1,1,?,?,?,?,?
VTO:9001325,Ctenerpeton alveolatum,?,0,?,?,?,?,0,0,?,0,0
VTO:9010565,Batrachosuchus,?,?,?,1,?,?,?,?,?,?,?
VTO:0004679,Hyperolius picturatus,?,1,?,?,?,?,?,?,1,?,?
VTO:9000725,Pholiderpeton scutigerum,?,?,?,1,1,1,?,?,?,?,?
VTO:9016427,Colosteidae,?,?,?,1,1,1,?,?,?,?,?
VTO:9019188,Discoglossidae,?,?,?,1,1,1,?,?,?,?,?
VTO:0001999,Salamandra,?,1,?,?,?,?,1,1,?,?,?
VTO:9001341,Lepterpeton dobbsii,?,0,?,1,?,?,0,0,?,0,0
VTO:9034516,Ornithosuchus longidens,?,1,1,1,?,1,?,?,?,?,?
VTO:0022386,Tyrannosaurus rex,?,?,1,1,1,?,?,?,1,?,?
VTO:9003564,Eoalulavis hoyasi,?,?,1,1,1,1,?,?,1,?,?
VTO:9011175,Pelodosotis elongatum,?,0,?,1,1,1,0,0,?,0,0
VTO:9025033,Casea rutena,?,1,1,?,?,1,1,1,?,?,?
VTO:9025032,Cotylorhynchus romeri,?,1,1,1,?,1,1,1,?,?,?
VTO:9007565,Keraterpeton galvani,?,0,?,1,1,1,0,0,?,0,0
VTO:9030719,Macropelobates osborni,?,?,?,1,?,?,?,?,?,?,?
VTO:0004669,Tachycnemis seychellensis,?,1,?,?,?,?,?,?,1,?,?
VTO:9001034,Tuditanus punctulatus,?,1,?,1,1,1,?,?,?,?,?
VTO:9022401,Cutleria wilmarthi,?,1,?,?,?,?,1,1,?,?,?
VTO:9021204,Sparodus,?,1,?,1,1,1,?,?,?,?,?
VTO:9023997,Morganucodontidae,?,1,?,1,1,1,1,?,?,?,?
VTO:0004666,Phlyctimantis leonardi,?,1,?,?,?,?,?,?,1,?,?
VTO:9020245,Heleosaurus scholtzi,?,1,1,1,?,1,1,1,?,?,?
VTO:9003160,Liaoningornis longidigitris,?,?,?,1,1,1,?,?,1,?,?
VTO:9000752,Ichthyostega stensioei,?,?,?,1,1,1,?,?,?,?,?
VTO:9008398,Dissorophus multicinctus,?,?,?,1,?,?,?,?,?,?,?
VTO:9008132,Caudipteryx zoui,?,?,?,1,?,?,?,?,?,?,?
VTO:9000757,Caerorhachis bairdi,?,?,?,?,1,1,?,?,?,?,?
VTO:9027322,Orobates pabsti,?,?,?,1,1,1,?,?,?,?,?
VTO:9004231,Parahesperornis alexi,?,?,?,?,?,?,?,?,1,?,?
VTO:9024954,Basilosaurus cetoides,?,?,?,1,1,1,?,?,?,?,?
VTO:9029979,Vieraella herbstii,?,?,?,1,1,1,?,?,?,?,?
VTO:9005632,Sinosauropteryx prima,?,?,?,1,?,?,?,?,?,?,?
VTO:9000758,Bruktererpeton fiebigi,?,?,?,1,1,1,?,?,?,?,?
VTO:9017736,Peltobatrachus,?,?,?,1,?,?,?,?,?,?,?
VTO:9012983,Hesperornis,?,?,?,1,?,?,?,?,1,?,?
VTO:9000744,Leptorophus tener,?,?,?,1,1,1,?,?,?,?,?
VTO:9000742,Kotlassia prima,?,?,?,1,1,1,?,?,?,?,?
VTO:9002114,Cordicephalus gracilis,?,?,1,?,?,?,?,?,?,?,?
VTO:9000749,Eucritta melanolimnetes,?,?,?,1,1,1,?,?,?,?,?
VTO:9033202,Sillosuchus longicervix,?,?,?,1,?,?,?,?,?,?,?
VTO:9000753,Eocursor parvus,?,?,?,1,1,?,?,?,?,?,?
VTO:9003242,Isodectes obtusus,?,?,?,1,?,?,?,?,?,?,?
VTO:9000746,Eoherpeton watsoni,?,?,?,1,1,1,?,?,?,?,?
VTO:9009698,Hapsidopareion lepton,?,1,?,?,?,?,?,?,?,?,?
VTO:0004652,Leptopelis modestus,?,1,?,?,?,?,?,?,1,?,?
VTO:0004786,Semnodactylus wealii,1,1,?,?,?,?,?,?,1,?,?
VTO:9000906,Guanlong wucaii,?,?,1,1,1,?,?,?,1,?,?
VTO:0004782,Heterixalus madagascariensis,?,1,?,?,?,?,?,?,1,?,?
VTO:9002117,Thoraciliacus rostriceps,?,?,1,?,?,?,?,?,?,?,?
VTO:9009752,Gobipteryx minuta,?,?,1,1,1,1,?,?,1,?,?
VTO:9000961,Batropetes fritschi,?,1,?,1,1,1,?,?,?,?,?
VTO:9027666,Biarmosuchia,?,1,?,1,1,1,1,?,?,?,?
VTO:9031047,Westlothiana lizziae,?,?,1,1,1,1,?,?,?,?,?
VTO:9032383,Elginerpeton pancheni,?,?,?,1,?,?,?,?,?,?,?
VTO:9017829,Procynosuchus,?,1,?,1,1,1,1,?,?,?,?
VTO:9019257,Gerobatrachus hottoni,?,1,?,1,1,?,?,?,?,?,?
VTO:9028045,Peronedon primus,?,0,?,1,?,?,0,0,?,0,0
VTO:9017726,Benthosuchus,?,?,?,1,?,?,?,?,?,?,?
VTO:0004649,Leptopelis kivuensis,?,1,?,?,?,?,?,?,1,?,?
VTO:0004644,Leptopelis karissimbensis,?,1,?,?,?,?,?,?,1,?,?
VTO:9000759,Broiliellus brevis,?,?,?,1,?,?,?,?,?,?,?
VTO:0004646,Leptopelis brevirostris,?,1,?,?,?,?,?,?,1,?,?
VTO:0082896,Leptopelis spiritusnoctis,?,1,?,?,?,?,?,?,1,?,?
VTO:9007548,Utaherpeton franklini,?,0,?,1,1,1,0,0,?,0,0
VTO:0082894,Leptopelis notatus,?,1,?,?,?,?,?,?,1,?,?
VTO:9004857,Compsognathidae,?,?,1,1,1,?,?,?,1,?,?
VTO:9000772,Amphibamus grandiceps,?,1,?,1,1,1,?,?,?,?,?
VTO:9000773,Apateon pedestris,?,?,?,1,1,1,?,?,?,?,?
VTO:9029471,Saurosuchus galilei,?,?,?,?,?,?,0,?,?,?,?
VTO:9030627,Triadobatrachidae,?,?,?,1,1,1,?,?,?,?,?
VTO:9003126,Callobatrachus sanyanensis,?,?,?,1,1,1,?,?,?,?,?
VTO:9030628,Prosalirus bitis,?,?,?,1,1,1,?,?,?,?,?
VTO:9000769,Archeria crassidisca,?,?,?,1,1,1,?,?,?,?,?
VTO:9000766,Colosteus scutellatus,?,?,?,1,?,1,?,?,?,?,?
VTO:9003267,Otogornis genghisi,?,?,?,1,1,1,?,?,?,?,?
VTO:0082884,Leptopelis boulengeri,?,1,?,?,?,?,?,?,1,?,?
VTO:9000764,Discosauriscus austriacus,?,?,?,1,1,1,?,?,?,?,?
VTO:9000762,Baphetes kirkbyi,?,?,?,1,?,?,?,?,?,?,?
VTO:9028016,Rauisuchus tiradentes,?,?,?,?,?,?,0,?,?,?,?
VTO:9026311,Thrinaxodon liorhinus,?,1,?,1,1,1,1,?,?,?,?
VTO:9019475,Proterosuchus fergusi,?,1,1,1,1,1,?,1,?,?,?
VTO:9027750,Tulerpeton curtum,?,?,1,1,1,1,?,?,?,?,?
VTO:0082877,Leptopelis viridis,?,1,?,?,?,?,?,?,1,?,?
VTO:0082878,Leptopelis macrotis,?,1,?,?,?,?,?,?,1,?,?
VTO:9015079,Rhinophrynus canadensis,?,?,1,?,?,?,?,?,?,?,?
VTO:0002125,Hynobiidae,?,?,?,1,1,1,?,?,?,?,?
VTO:9017200,Pisanosaurus mertii,?,?,?,?,?,?,0,?,?,?,?
VTO:9022466,Ornitholestes hermanni,?,?,?,1,1,?,?,?,?,?,?
VTO:9026368,Boluochia zhengi,?,?,?,?,?,?,?,?,1,?,?
VTO:0082998,Afrixalus quadrivittatus,?,?,?,?,?,?,?,?,1,?,?
VTO:0083096,Hyperolius parallelus,?,?,?,?,?,?,?,?,1,?,?
VTO:0082997,Callixalus pictus,?,1,?,?,?,?,?,?,1,?,?
VTO:9005686,Trematopidae,?,?,?,1,?,?,?,?,?,?,?
VTO:0082993,Kassinula wittei,?,1,?,?,?,?,?,?,1,?,?
VTO:0004699,Hyperolius viridiflavus,?,?,?,?,?,?,?,?,1,?,?
VTO:0082990,Chrysobatrachus cupreonitens,?,?,?,?,?,?,?,?,1,?,?
VTO:0004691,Hyperolius montanus,?,1,?,?,?,?,?,?,1,?,?
VTO:0004693,Hyperolius phantasticus,?,1,?,?,?,?,?,?,1,?,?
VTO:9020357,Ptyonius,?,?,1,1,1,1,?,?,?,?,?
VTO:9020355,Sauropleura,?,?,1,1,1,1,?,?,?,?,?
VTO:0082986,Kassina lamottei,1,1,?,?,?,?,?,?,1,?,?
VTO:0082985,Kassina fusca,1,1,?,?,?,?,?,?,1,?,?
VTO:9029620,Sphenosuchus acutus,?,?,?,1,?,?,?,?,?,?,?
VTO:0082984,Kassina cassinoides,1,1,?,?,?,?,?,?,1,?,?
VTO:0082983,Kassina cochranae,1,1,?,?,?,?,?,?,1,?,?
VTO:0082982,Kassina mertensi,1,1,?,?,?,?,?,?,1,?,?
VTO:9021120,Buettneria maleriensis,?,?,?,1,?,?,?,?,?,?,?
VTO:9004725,Angelosaurus dolani,?,?,?,1,?,?,?,?,?,?,?
VTO:0004555,Limnodynastes dorsalis,?,1,?,?,?,?,?,?,1,?,?
VTO:0081339,Truebella tothastes,?,?,?,?,?,?,?,?,1,?,?
VTO:0007173,Incilius coniferus,?,?,?,?,?,?,?,?,1,?,?
VTO:9008432,Sclerocephalus haeuseri,?,?,?,1,1,1,?,?,?,?,?
VTO:9003401,Paramys delicatus,?,?,?,1,1,1,?,?,?,?,?
VTO:9020347,Diadectes,?,?,?,1,1,1,?,?,?,?,?
VTO:9001122,Varanosaurus acutirostris,?,?,?,1,?,?,?,?,?,?,?
VTO:9026430,Haldanodon exspectatus,?,?,?,1,1,1,?,?,?,?,?
VTO:9022752,Synapsida,?,?,?,1,1,1,?,?,?,?,?
VTO:9009884,Trimerorhachis insignis,?,?,?,1,1,1,?,?,?,?,?
VTO:9009883,Tersomius texensis,?,?,?,1,1,1,?,?,?,?,?
VTO:9016994,Edops,?,?,?,1,?,?,?,?,?,?,?
VTO:0007194,Ingerophrynus macrotis,?,?,?,?,?,?,?,?,1,?,?
VTO:0007123,Duttaphrynus melanostictus,?,?,?,?,?,?,?,?,1,?,?
VTO:0007256,Pseudepidalea viridis,?,?,?,?,?,?,?,?,1,?,?
VTO:0007293,Pedostibes hosii,?,?,?,?,?,?,?,?,1,?,?
VTO:0007291,Nannophryne cophotis,?,?,?,?,?,?,?,?,1,?,?
VTO:0007162,Incilius coccifer,?,?,?,?,?,?,?,?,1,?,?
VTO:9002594,Protorothyris archeri,?,?,?,1,?,?,?,?,?,?,?
VTO:0081320,Rhinella rubropunctata,?,?,?,?,?,?,?,?,1,?,?
VTO:0007166,Incilius valliceps,?,?,?,?,?,?,?,?,1,?,?
VTO:0007380,Anaxyrus boreas,?,?,?,?,?,?,?,?,1,?,?
VTO:0081569,Phrynoidis aspera,?,?,?,?,?,?,?,?,1,?,?
VTO:0081436,Nannophryne corynetes,?,?,?,?,?,?,?,?,1,?,?
VTO:0007185,Incilius alvarius,?,?,?,?,?,?,?,?,1,?,?
VTO:0007184,Incilius luetkenii,?,?,?,?,?,?,?,?,1,?,?
VTO:0007384,Phrynoidis juxtaspera,?,?,?,?,?,?,?,?,1,?,?
VTO:9021661,Shenzhousaurus orientalis,?,?,?,1,?,?,?,?,?,?,?
VTO:0007378,Anaxyrus debilis,?,?,?,?,?,?,?,?,1,?,?
VTO:0007379,Anaxyrus exsul,?,?,?,?,?,?,?,?,1,?,?
VTO:0007246,Peltophryne lemur,?,?,?,?,?,?,?,?,1,?,?
VTO:0007377,Anaxyrus cognatus,?,?,?,?,?,?,?,?,1,?,?
VTO:9027743,Ptyonius marshii,?,?,?,1,1,1,?,?,?,?,?
VTO:9020581,Seymouria,?,?,?,1,1,1,?,?,?,?,?
VTO:9013106,Maelestes gobiensis,?,?,?,1,1,1,?,?,?,?,?
VTO:9017076,Chanaresuchus bonapartei,?,?,?,1,1,1,0,?,?,?,?
VTO:9023922,Protolipterna,?,?,?,1,1,?,?,?,?,?,?
VTO:0007370,Anaxyrus punctatus,?,?,?,?,?,?,?,?,1,?,?
VTO:9032578,Vegavis iaai,?,?,?,1,?,1,?,?,?,?,?
VTO:0007371,Anaxyrus quercicus,?,?,?,?,?,?,?,?,1,?,?
VTO:0007087,Schismaderma carens,?,?,?,?,?,?,?,?,1,?,?
VTO:0007375,Anaxyrus woodhousii,?,?,?,?,?,?,?,?,1,?,?
VTO:0081407,Rhaebo blombergi,?,?,?,?,?,?,?,?,1,?,?
VTO:0007366,Anaxyrus terrestris,?,?,?,?,?,?,?,?,1,?,?
VTO:0007237,Rhaebo haematiticus,?,?,?,?,?,?,?,?,1,?,?
VTO:0007238,Rhaebo guttatus,?,?,?,?,?,?,?,?,1,?,?
VTO:0007236,Rhaebo nasicus,?,?,?,?,?,?,?,?,1,?,?
VTO:9001287,Adelogyrinus simorhynchus,?,?,?,1,?,?,?,?,?,?,?
VTO:0004771,Heterixalus rutenbergi,?,1,?,?,?,?,?,?,?,?,?
VTO:0007362,Anaxyrus fowleri,?,?,?,?,?,?,?,?,1,?,?
VTO:9016960,Rhinesuchidae,?,?,?,1,?,?,?,?,?,?,?
VTO:9020399,Cardiocephalus,?,?,?,1,1,1,?,?,?,?,?
VTO:0007830,Discoglossus,?,?,?,1,1,1,?,?,?,?,?
VTO:0007359,Anaxyrus americanus,?,?,?,?,?,?,?,?,1,?,?
VTO:0007837,Alytes,?,?,?,1,1,1,?,?,?,?,?
VTO:9029956,Notobatrachus degiustoi,?,?,?,1,1,1,?,?,?,?,?
VTO:9030094,Apheliscus insidiosus,?,?,?,1,1,1,?,?,?,?,?
VTO:9031042,Pederpes finneyae,?,?,?,1,1,1,?,?,?,?,?
VTO:9031049,Whatcheeriidae,?,?,?,1,1,1,?,?,?,?,?
VTO:9026662,Lewisuchus admixtus,?,?,?,1,?,?,0,?,?,?,?
VTO:0007483,Rhinella crucifer,?,?,?,?,?,?,?,?,1,?,?
VTO:9008469,Acroplous vorax,?,?,?,1,1,1,?,?,?,?,?
VTO:0007481,Rhinella arenarum,?,?,?,?,?,?,?,?,1,?,?
VTO:0007210,Amietophrynus maculatus,?,?,?,?,?,?,?,?,1,?,?
VTO:0007214,Amietophrynus xeros,?,?,?,?,?,?,?,?,1,?,?
VTO:0007211,Amietophrynus pardalis,?,?,?,?,?,?,?,?,1,?,?
VTO:0007349,Osornophryne bufoniformis,?,?,?,?,?,?,?,?,1,?,?
VTO:0007470,Rhinella mirandaribeiroi,?,?,?,?,?,?,?,?,1,?,?
VTO:9014341,Karaurus sharovi,?,?,?,1,1,1,?,?,?,?,?
VTO:9014211,Valdotriton gracilis,?,?,?,1,1,1,?,?,?,?,?
VTO:9024076,Gomphos elkema,?,?,?,1,1,1,?,?,?,?,?
VTO:9021312,Lysorophia,?,?,?,1,1,1,?,?,?,?,?
VTO:0007207,Amietophrynus regularis,?,?,?,?,?,?,?,?,1,?,?
VTO:9001192,Gephyrostegus bohemicus,?,?,?,1,1,1,?,?,?,?,?
VTO:9025313,Smilosuchus gregorii,?,?,?,1,1,1,0,?,?,?,?
VTO:9020521,Doleserpeton annectens,?,?,?,1,1,1,?,?,?,?,?
VTO:9026333,Turfanosuchus dabanensis,?,?,?,1,1,?,?,?,?,?,?
VTO:9012812,Diadectes absitus,?,?,?,1,1,1,?,?,?,?,?
VTO:9014220,Czatkobatrachus polonicus,?,?,?,1,1,1,?,?,?,?,?
VTO:9016620,Shuvosaurus inexpectatus,?,?,?,1,1,?,0,?,?,?,?
VTO:0007450,Rhinella margaritifera,?,?,?,?,?,?,?,?,1,?,?
VTO:0007459,Rhinella spinulosa,?,?,?,?,?,?,?,?,1,?,?
VTO:9021699,Sinornithomimus dongi,?,?,?,1,?,?,?,?,?,?,?
VTO:9010550,Lapillopsis nana,?,?,?,1,?,?,?,?,?,?,?
VTO:9032341,Elkobatrachus brocki,?,?,?,1,?,?,?,?,?,?,?
VTO:9026610,Phonerpeton pricei,?,?,?,1,1,1,?,?,?,?,?
VTO:0008511,Sorex araneus,?,?,?,1,1,1,?,?,?,?,?
VTO:0002414,Rhinophrynus,?,?,?,1,1,1,?,?,?,?,?
VTO:9016903,Doleserpeton,?,?,?,1,1,1,?,?,?,?,?
VTO:0002416,Pipidae,?,?,?,1,1,1,?,?,?,?,?
VTO:0002665,Barbourula,?,?,?,1,1,1,?,?,?,?,?
VTO:9016863,Gracilisuchus stipanicicorum,?,?,?,?,?,?,0,?,?,?,?
VTO:0002669,Ascaphus,?,?,?,1,1,1,?,?,?,?,?
VTO:9020527,Utegenia,?,?,?,1,1,1,?,?,?,?,?
VTO:0083058,Hyperolius balfouri,?,1,?,?,?,?,?,?,?,?,?
VTO:9015832,Angelosaurus romeri,?,?,?,1,?,?,?,?,?,?,?
VTO:9007300,Yizhoubatrachus macilentus,?,?,?,1,1,1,?,?,?,?,?
VTO:9002783,Hapalops elongatus,?,?,?,1,1,1,?,?,?,?,?
VTO:0002649,Leiopelma,?,?,?,1,1,1,?,?,?,?,?
VTO:9022908,Eryops megacephalus,?,?,?,1,1,1,?,?,?,?,?
VTO:9025537,Paleothyris acadiana,?,?,?,1,1,1,?,?,?,?,?
VTO:9007550,Baphetidae,?,?,?,1,1,1,?,?,?,?,?
VTO:9005155,Dvinosaurus primus,?,?,?,1,1,1,?,?,?,?,?
VTO:9009700,Micraroter erythrogeios,?,?,?,1,?,?,?,?,?,?,?
VTO:9001329,Euryodus dalyae,?,?,?,?,1,?,?,?,?,?,?
VTO:9025652,Huaxiagnathus orientalis,?,?,?,1,?,?,?,?,?,?,?
VTO:9008511,Tambachia trogallas,?,?,?,1,?,?,?,?,?,?,?
VTO:9027739,Schoenfelderpeton prescheri,?,?,?,1,1,1,?,?,?,?,?
VTO:9001357,Almasaurus habbazi,?,?,?,1,?,?,?,?,?,?,?
VTO:9004238,Llistrofus pricei,?,1,?,?,?,?,?,?,?,?,?
VTO:9017041,Tersomius,?,?,?,1,?,?,?,?,?,?,?
VTO:0002505,Leptobrachium,?,?,?,1,?,?,?,?,?,?,?
VTO:9011078,Haptodus baylei,?,?,?,1,?,?,?,?,?,?,?
VTO:9030129,Mesophryne beipiaoensis,?,?,?,1,1,1,?,?,?,?,?
VTO:0001543,Proteidae,?,?,?,1,1,1,?,?,?,?,?
VTO:9020539,Gephyrostegidae,?,?,?,1,1,1,?,?,?,?,?
VTO:9020545,Ariekanerpeton,?,?,?,1,1,1,?,?,?,?,?
VTO:9009879,Captorhinus aguti,?,?,?,1,1,1,?,?,?,?,?
VTO:9014401,Citipati osmolskae,?,?,?,1,?,?,?,?,?,?,?
VTO:9011081,Edaphosaurus boanerges,?,?,?,1,?,?,?,?,?,?,?
VTO:9032794,Ossinodus pueri,?,?,?,?,1,1,?,?,?,?,?
VTO:9011090,Archaeothyris florensis,?,?,?,1,?,?,?,?,?,?,?
VTO:0002619,Scutiger mammatus,?,?,?,1,?,?,?,?,?,?,?
VTO:9032787,Perryella olsoni,?,?,?,1,?,?,?,?,?,?,?
