matrix_taxon, vto, ott_id
"Priacanthidae", VTO_0045996, ott637234
"Coryphaenidae", VTO_0046011, ott280953
"Coryphaena hippurus", VTO_0046014, ott223663
"Pomatomidae", VTO_0046016, ott892951
"Pomacanthidae", VTO_0046020, ott769567
"Perciliidae", VTO_0046092, ott186467
"Pentacerotidae", VTO_0046096, ott769515
"Dinopercidae", VTO_0046116, ott413563
"Dinoperca", VTO_0046119, ott509231
"Plesiopidae", VTO_0046121, ott769550
"Oplegnathidae", VTO_0046136, ott42415
"Opistognathidae", VTO_0046145, ott986750
"Nematistiidae", VTO_0046174, ott42410
"Nemipteridae", VTO_0046177, ott42408
"Datnioididae", VTO_0046209, ott509233
"Mullidae", VTO_0046212, ott813991
"Nandidae", VTO_0046262, ott42406
"Menidae", VTO_0046287, ott42404
"Ostracoberycidae", VTO_0046290, ott509246
"Monodactylidae", VTO_0046293, ott42401
  , VTO_0046293, ott42401
"Monodactylus (Monodactylidae)", VTO_0046294, ott763922
"Lutjanidae", VTO_0046300, ott129124
"Malacanthidae", VTO_0046422, ott253371
"Aplodactylidae", VTO_0046452, ott1095749
"Cheilodactylidae", VTO_0046460, ott930712
"Chironemidae", VTO_0046494, ott911501
"Cirrhitidae", VTO_0046503, ott930713
"Latridae", VTO_0046532, ott825721
"Lethrinidae", VTO_0046540, ott563254
"Lobotidae", VTO_0046583, ott563257
"Tetragonuridae", VTO_0046605, ott587896
"Stromateidae", VTO_0046609, ott37461
  , VTO_0046609, ott37461
"Ariommatidae", VTO_0046629, ott640307
"Embiotocidae", VTO_0046668, ott771061
"Pomacentridae", VTO_0046704, ott769569
"Cichlidae", VTO_0046983, ott811925
"Crenicichla saxatillis", VTO_0047055, ott952962
"Cichla ocellaris", VTO_0047086, ott952963
"Amphilophus robertsoni", VTO_0047167, ott432568
"Amphilophus macracanthus", VTO_0047180, ott734718
"Amphilophus hogaboomorus", VTO_0047182, ott317928
"Tomocichla tuba", VTO_0047200, ott510567
"Tomocichla sieboldi", VTO_0047201, ott626336
"Parachromis loisellei", VTO_0047256, ott295746
"Parachromis dovii", VTO_0047257, ott295717
"Parachromis friedrichsthali", VTO_0047258, ott63349
"Parachromis motaguense", VTO_0047259, ott626344
"Petenia splendida", VTO_0047261, ott937617
"Nandopsis tetracanthus", VTO_0047263, ott927839
"Nandopsis haitiensis", VTO_0047264, ott221501
"Herichthys cyanoguttatus", VTO_0047269, ott811931
"Archocentrus spilurus", VTO_0047282, ott358022
"Archocentrus septemfasciatus", VTO_0047287, ott870675
"Thorichthys meeki", VTO_0047299, ott207017
"Thorichthys pasionis", VTO_0047303, ott705400
"Cichlasoma octofasciatum", VTO_0047321, ott570005
"Archocentrus nigrofasciatus", VTO_0047323, ott170115
"Cichlasoma beani", VTO_0047369, ott1000209
"Cichlasoma atromaculatum", VTO_0047376, ott10098
"Cichlasoma grammodes", VTO_0047380, ott580301
"Cichlasoma istlanum", VTO_0047383, ott580307
"Labridae", VTO_0049110, ott214115
"Paracheilinus", VTO_0049126, ott272594
"Tautogolabrus", VTO_0049158, ott795411
"Cheilinus chlorourus", VTO_0049203, ott398742
"Cheilinus trilobatus", VTO_0049206, ott924675
"Labrus", VTO_0049228, ott607772
"Scaridae", VTO_0049471, ott214115
"Galeocharax kneri", VTO_0038066, ott53079
"Cynopotamus argenteus", VTO_0038082, ott328357
"Paracheirodon axelrodi", VTO_0038093, ott949795
"Cheirodon interruptus", VTO_0038104, ott328352
"Compsura heterura", VTO_0038106, ott626001
"Macropsobrycon uruguayanae", VTO_0038133, ott573833
"Brittanichthys axelrodi", VTO_0038153, ott625994
"Astyanax", VTO_0038172, ott1044499
"Astyanax scabripinnis", VTO_0038203, ott117266
"Astyanax mexicanus", VTO_0038212, ott701518
"Pristella maxillaris", VTO_0038228, ott1201
"Piabina argentea", VTO_0038255, ott1204
"Othonocheirodus lethostigmus", VTO_0038261, ott573826
"Moenkhausia lepidura", VTO_0038284, ott806390
"Tetragonopterus chalceus", VTO_0038291, ott625996
"Tetragonopterus argenteus", VTO_0038295, ott282555
"Megalamphodus megalopterus", VTO_0038311, ott596868
"Bryconamericus iheringi", VTO_0038328, ott852948
"Bryconamericus stramineus", VTO_0038332, ott328350
"Creagrutus ignotus", VTO_0038358, ott328355
"Rhaphiodon vulpinus", VTO_0038368, ott280773
"Cynodon gibbus", VTO_0038371, ott545269
"Hydrolycus scomberoides", VTO_0038374, ott806377
"Hydrolycus pectoralis", VTO_0038374, ott806377
"Hydrolycus armatus", VTO_0038375, ott545265
"Rachoviscus crassiceps", VTO_0038385, ott1208
"Aphyocharax anisitsi", VTO_0038399, ott852942
"Diapoma terofali", VTO_0038407, ott53075
"Diapoma speculiferum", VTO_0038408, ott53077
"Pseudocorynopoma doriae", VTO_0038416, ott1211
"Mimagoniates inequalis", VTO_0038428, ott328346
"Mimagoniates microlepis", VTO_0038429, ott328348
"Mimagoniates rheocharis", VTO_0038430, ott328359
"Mimagoniates lateralis", VTO_0038432, ott1012142
"Corynopoma riisei", VTO_0038434, ott855287
"Citharinidae", VTO_0038440, ott239846
"Citharinus citharus", VTO_0038458, ott442753
"Ctenoluciidae", VTO_0038460, ott674309
"Boulengerella maculata", VTO_0038463, ott12192
"Ctenolucius hujeta", VTO_0038466, ott990661
"Curimatidae", VTO_0038468, ott239847
"Prochilodus costatus", VTO_0038471, ott754973
"Prochilodus lineatus", VTO_0038484, ott1027734
"Semaprochilodus taeniurus", VTO_0038487, ott109604
"Semaprochilodus insignis", VTO_0038489, ott282564
"Potamorhina latior", VTO_0038510, ott806400
"Curimatopsis macrolepis", VTO_0038520, ott232213
"Gasteropelecidae", VTO_0038524, ott239848
"Thorachocharax stellatus", VTO_0038526, ott332385
"Carnegiella strigata", VTO_0038534, ott232217
"Chilodontidae", VTO_0038542, ott533473
"Caenotropus labyrinthicus", VTO_0038544, ott546967
"Chilodus punctatus", VTO_0038546, ott442783
"Distichodontidae", VTO_0038548, ott753344
"Xenocharax spilurus", VTO_0038554, ott133249
"Distichodus notospilus", VTO_0038582, ott885064
"Distichodus fasciolatus", VTO_0038583, ott335623
"Erythrinidae", VTO_0038598, ott753567
"Erythrinus erythrinus", VTO_0038602, ott183753
"Hoplias malabaricus", VTO_0038605, ott179348
"Hoplias cf. malabaricus", VTO_0038605, ott179348
"Acestrorhynchidae", VTO_0038612, ott565053
"Acestrorhynchus pantaneiro", VTO_0038614, ott270852
"Acestrorhynchus altus", VTO_0038618, ott845247
"Acestrorhynchus lacustris", VTO_0038620, ott512082
"Acestrorhynchus heterolepis", VTO_0038621, ott512087
"Neopagetopsis ionah", VTO_0043582, ott299650
"Champsocephalus gunnari", VTO_0043585, ott684007
"Cryodraco antarcticus", VTO_0043588, ott950323
"Pseudochaenichthys georgianus", VTO_0043590, ott684011
"Chaenocephalus aceratus", VTO_0043592, ott708977
"Chionobathyscus dewitti", VTO_0043594, ott235520
"Chionodraco myersi", VTO_0043596, ott299644
"Chionodraco hamatus", VTO_0043597, ott185365
"Chionodraco rastrospinosus", VTO_0043598, ott220784
"Dacodraco hunteri", VTO_0043600, ott772476
"Bathydraconidae", VTO_0043601, ott781796
"Cygnodraco mawsoni", VTO_0043605, ott781799
"Gymnodraco acuticeps", VTO_0043617, ott781785
"Parachaenichthys charcoti", VTO_0043623, ott185362
"Artedidraconidae", VTO_0043632, ott504797
"Pogonophryne dolichobranchiata", VTO_0043644, ott659897
"Histiodraco velifer", VTO_0043654, ott504829
"Eleginops", VTO_0043663, ott816882
"Nototheniidae", VTO_0043665, ott258647
"Dissostichus", VTO_0043666, ott709002
"Dissostichus mawsoni", VTO_0043668, ott504786
"Patagonotothen", VTO_0043669, ott776491
"Patagonotothen ramsayi", VTO_0043671, ott525441
"Paranotothenia", VTO_0043680, ott229708
"Notothenia", VTO_0043682, ott258650
"Notothenia coriiceps neglecta", VTO_0043686, ott258643
"Gobionotothen", VTO_0043688, ott504791
"Notothenia gibberifrons", VTO_0043691, ott448828
"Lepidonotothen", VTO_0043692, ott260051
"Pagothenia", VTO_0043697, ott781787
"Pagothenia borchgrevinki", VTO_0043698, ott781792
"Trematomus", VTO_0043701, ott606642
"Cryothenia", VTO_0043717, ott1012659
"Cottoperca gobio", VTO_0043728, ott867530
"Bovichthys variegatus", VTO_0043730, ott448844
"Pseudaphritis urvilli", VTO_0043733, ott292713
"Channidae", VTO_0043735, ott72390
  , VTO_0043735, ott72390
"Trachinidae", VTO_0043770, ott816886
"Creediidae", VTO_0043777, ott872897
  , VTO_0043777, ott872897
"Ammodytidae", VTO_0043786, ott579429
  , VTO_0043786, ott579429
"Leptoscopidae", VTO_0043803, ott986345
"Champsodontidae", VTO_0043806, ott540399
"Champsodon atridorsalis", VTO_0043809, ott450250
"Champsodon snyderi", VTO_0043810, ott850225
"Percophidae", VTO_0043811, ott612524
"Uranoscopidae", VTO_0043821, ott76747
"Gobiesocidae", VTO_0043849, ott288451
  , VTO_0043849, ott288451
"Haemulidae", VTO_0043937, ott99942
"Kuhliidae", VTO_0044070, ott99937
"Kyphosidae", VTO_0044078, ott563230
"Lactariidae", VTO_0044124, ott563248
"Leiognathidae", VTO_0044127, ott563241
"Leptobramidae", VTO_0044206, ott563245
"Callanthiidae", VTO_0044239, ott872892
"Cepolidae", VTO_0044255, ott872893
"Chaetodontidae", VTO_0044267, ott615333
"Pholidichthyidae", VTO_0044382, ott935593
"Percichthyidae", VTO_0044385, ott186467
"Percidae", VTO_0044412, ott186478
"Ambassis wolffii", VTO_0044746, ott374316
"Sparidae", VTO_0044755, ott186486
"Moronidae", VTO_0044910, ott1032209
"Morone americana", VTO_0044922, ott769292
"Polycentridae", VTO_0044923, ott200598
"Scombropidae", VTO_0044928, ott722701
"Centrarchidae", VTO_0044933, ott437610
"Centracanthidae", VTO_0044975, ott528678
"Gerreidae", VTO_0044985, ott132684
"Centropomidae", VTO_0045037, ott384676
"Synodontis angelicus", VTO_0061776, ott1069120
"Synodontis contracta", VTO_0061811, ott629032
"Synodontis contractus", VTO_0061811, ott629032
"Synodontis eupterus", VTO_0061828, ott577010
"Synodontis euptera", VTO_0061828, ott577010
"Synodontis decorus", VTO_0061829, ott629028
"Synodontis decora", VTO_0061829, ott629028
"Synodontis serratus", VTO_0061830, ott142565
"Synodontis flavitaeniatus", VTO_0061844, ott56133
"Noemacheilus potanini", VTO_0062230, ott856242
"Lepidocephalus guntea", VTO_0062930, ott419469
"Zacco sieboldii", VTO_0063063, ott877694
"Barbus conchonius", VTO_0063192, ott230509
"Puntius filamentosus", VTO_0063269, ott429312
"Phoxinus cumberlandensis", VTO_0064051, ott7660
"Phoxinus neogaeus", VTO_0064055, ott319954
"Labeo erythrurus", VTO_0064092, ott899917
"Scophthalmus maximus", VTO_0069215, ott778695
"Vieja maculicauda", VTO_0073409, ott977845
"Nandopsis ramsdeni", VTO_0073780, ott707906
"Trematomus bernacchii", VTO_0079006, ott985361
"Inermiidae", VTO_0079035, ott99942
"Cetorhinidae", VTO_0080434, ott5744200
"Lamnidae", VTO_0080439, ott3595175
"Parascylliidae", VTO_0000535, ott154216
"Parascylliids", VTO_0000535, ott154216
"Oxynotus", VTO_0000589, ott277018
"Squaliolus laticaudus", VTO_0000599, ott69179
"Trigonognathus", VTO_0000702, ott1074362
"Aculeola", VTO_0000704, ott550072
"Pliotrema warreni", VTO_0000764, ott12069
"Anacanthobatidae", VTO_0001026, ott802681
"Arhynchobatidae", VTO_0001031, ott406376
"Myliobatidae", VTO_0001109, ott715629
"Gymnuridae", VTO_0001167, ott100176
"gymnurids", VTO_0001167, ott100176
"Torpedo torpedo", VTO_0001387, ott355116
"Salamanders", VTO_0001468, ott984716
"Caudata", VTO_0001468, ott984716
"Salamander", VTO_0001468, ott984716
"Sirenidae", VTO_0001480, ott515352
"Siren lacertina", VTO_0001486, ott242638
"Siren intermedia", VTO_0001487, ott991553
"Ambystomatidae", VTO_0001489, ott984723
"Ambystoma tigrinum", VTO_0001515, ott135594
"Ambystoma californiense", VTO_0001531, ott412680
"Rhyacotriton", VTO_0001533, ott459009
"Rhyacotriton kezeri", VTO_0001537, ott401991
"Amphiumidae", VTO_0001538, ott566022
"Amphiuma tridactylum", VTO_0001541, ott566034
"Amphiuma means", VTO_0001542, ott566026
"Proteidae", VTO_0001543, ott630300
"Necturus beyeri", VTO_0001551, ott1041581
"Dicamptodon", VTO_0001555, ott60824
"Dicamptodon aterrimus", VTO_0001559, ott460054
"Plethodontidae", VTO_0001560, ott515329
"Aneides flavipunctatus", VTO_0001640, ott459362
"Desmognathus ochrophaeus", VTO_0001660, ott964119
"Salamandra", VTO_0001999, ott115714
"Pleurodeles waltl", VTO_0002102, ott242268
"Notophthalmus viridescens", VTO_0002115, ott566015
"Hynobiidae", VTO_0002125, ott336749
"Living Hynobiidae", VTO_0002125, ott336749
"Synbranchidae", VTO_0053640, ott765110
  , VTO_0053649, ott655999
"Monopterus albus", VTO_0053649, ott655999
"Solenostomidae", VTO_0053683, ott498083
"Sygnathidae", VTO_0053690, ott1007057
"Syngnathidae", VTO_0053690, ott1007057
  , VTO_0053690, ott1007057
"Gasterosteidae", VTO_0053922, ott401063
  , VTO_0053922, ott401063
"Gasterosteus aculeatus", VTO_0053931, ott401066
"Mugilidae", VTO_0053952, ott437596
"Mugil cephalus", VTO_0054057, ott418648
"Elassomatidae", VTO_0054061, ott313438
"Elassoma", VTO_0054062, ott313439
"Elassoma zonatum", VTO_0054069, ott777473
  , VTO_0054071, ott338836
"Profundulidae", VTO_0054073, ott134583
"Goodeidae", VTO_0054096, ott643281
  , VTO_0054096, ott643281
"Crenichthys", VTO_0054130, ott656702
"Empetrichthys", VTO_0054148, ott96046
"Fundulidae", VTO_0054160, ott656691
"Poeciliidae", VTO_0054207, ott583631
"Gambusia vittata", VTO_0054286, ott387868
"Cyprinodontidae", VTO_0054464, ott583654
  , VTO_0054464, ott583654
"Cyprinodon variegatus", VTO_0054491, ott1006852
"Cyprinodon diabolis", VTO_0054511, ott33248
"Megupsilon aporus", VTO_0054524, ott389735
"Nothobranchiidae", VTO_0054626, ott529628
"Rivulidae", VTO_0054819, ott708869
  , VTO_0054819, ott708869
"Aplocheilidae", VTO_0055017, ott708884
  , VTO_0055028, ott837201
"Adrianichthyidae", VTO_0055064, ott483082
"Oryzias latipes", VTO_0055079, ott942673
"Oryzias hubbsi", VTO_0055084, ott70751
"Oryzias dancena", VTO_0055085, ott417690
"Oryzias profundicola", VTO_0055086, ott70748
"Belonidae", VTO_0055098, ott427507
  , VTO_0055098, ott427507
"Hemiramphidae", VTO_0055157, ott734202
"Exocoetidae", VTO_0055205, ott407171
  , VTO_0055262, ott583648
"Melanotaeniidae", VTO_0055362, ott290611
"Melanotaenia splendida", VTO_0055430, ott876278
"Phallostethidae", VTO_0055459, ott193951
  , VTO_0055459, ott193951
"Atherinopsidae", VTO_0055462, ott1074732
"Atherinidae", VTO_0055538, ott606416
"Atherinomorus stipes", VTO_0055575, ott758195
"Citharidae", VTO_0055605, ott749767
"Pleuronectidae", VTO_0055613, ott883406
"Pelotretis flavilatus", VTO_0055628, ott911256
"Pleuronectes platessa", VTO_0055642, ott408337
"Hippoglossus hippoglossus", VTO_0055665, ott408328
"Acanthopsetta nadeshnyi", VTO_0055692, ott93674
"Microstomus achne", VTO_0055719, ott167005
"Achiropsettidae", VTO_0055726, ott545142
  , VTO_0055734, ott883411
"Bothidae", VTO_0055734, ott883411
"Taeniopsetta radula", VTO_0055761, ott516738
"Scophthalmidae", VTO_0055800, ott778687
"Phrynorhombus norvegicus", VTO_0055802, ott613256
"Zeugopterus punctatus", VTO_0055804, ott386077
"Scophthalmus rhombus", VTO_0055806, ott807488
"Tephrinectes sinensis", VTO_0055824, ott223371
"Verecundum rasile", VTO_0055830, ott97102
"Citharichthys sordidus", VTO_0055838, ott776754
"Pseudorhombus oligodon", VTO_0055847, ott886795
"Paralichthys californicus", VTO_0055862, ott301358
"Paralichthys olivaceus", VTO_0055865, ott883392
"Psettodidae", VTO_0055868, ott749778
"Psettodes", VTO_0055869, ott37463
  , VTO_0055900, ott749770
"Cynoglossidae", VTO_0055900, ott749770
  , VTO_0055959, ott749780
"Soleidae", VTO_0055959, ott749780
"Holocentridae", VTO_0056168, ott74014
"Plectrypops lima", VTO_0056193, ott922420
"Sargocentron punctatissimum", VTO_0056199, ott584698
"Lythrurus", VTO_0039729, ott429095
"Lythrurus alegnotus", VTO_0039730, ott946370
"Lythrurus fasciolaris", VTO_0039731, ott152460
"Notropis roseipinnis", VTO_0039732, ott429096
"Lythrurus roseipinnis", VTO_0039732, ott429096
"Notropis bellus", VTO_0039734, ott260121
"Lythrurus bellus", VTO_0039734, ott260121
"Lythrurus atrapiculus", VTO_0039735, ott834769
"Notropis snelsoni", VTO_0039736, ott601726
"Lythrurus lirus", VTO_0039737, ott260109
"Notropis umbratilis", VTO_0039738, ott260114
"Lythrurus umbratilis", VTO_0039738, ott260114
"Notropis ardens", VTO_0039739, ott834748
"Lythrurus ardens", VTO_0039739, ott834748
"Notropis fumeus", VTO_0039740, ott834743
"Lythrurus fumeus", VTO_0039740, ott834743
"Cyprinus", VTO_0039766, ott429094
"Cyprinus carpio", VTO_0039769, ott1072789
"Ctenopharyngodon idella", VTO_0039776, ott1005936
"Carassius auratus", VTO_0039789, ott634543
"Carassius langsfordi", VTO_0039789, ott634543
"Danio kerri", VTO_0039803, ott881594
"Danio rerio", VTO_0039818, ott1005914
"Danio margaritatus", VTO_0039822, ott307754
"Brachydanio albolineatus", VTO_0039826, ott1027757
"Danio albolineatus", VTO_0039826, ott1027757
"Danio pulcher", VTO_0039826, ott1027757
"Iotichthys phlegethontis", VTO_0039855, ott518177
"Balanteocheilus melanopterus", VTO_0039879, ott885077
"Barilius barna", VTO_0039912, ott497444
"Barbus schwanenfeldii", VTO_0039918, ott239124
"Barbonymus schwanenfeldii", VTO_0039918, ott239124
"Gnathopogon elongatus", VTO_0039920, ott513728
"Gnathopogon caerulescens", VTO_0039925, ott325187
"Hybopsis monacha", VTO_0039950, ott570788
"Tribolodon ezoe", VTO_0039959, ott631163
"Pseudorasbora parva", VTO_0039963, ott205442
"Pseudorasbora pumila", VTO_0039966, ott1003837
"Tanichthys micagemmae", VTO_0039968, ott746482
"Leuciscus pyrenaicus", VTO_0039991, ott195402
"Agosia chrysogaster", VTO_0040013, ott308519
"Esomus metalicus", VTO_0040019, ott76990
"Esomus metallicus", VTO_0040019, ott76990
"Squalidus biwae", VTO_0040034, ott795069
"Hybopsis winchelli", VTO_0040219, ott101080
"Pelecus cultratus", VTO_0040239, ott662258
"Platygobio gracilis", VTO_0040241, ott636305
"Rhinichthys evermanni", VTO_0040243, ott144243
"Rhinichthys cataractae", VTO_0040245, ott412869
"Rhinichthys atratulus", VTO_0040247, ott636308
"Rhinichthys osculus", VTO_0040248, ott592028
"Rhinichthys falcatus", VTO_0040249, ott859481
"Cyprinella analostana", VTO_0040254, ott50045
"Notropis caeruleus", VTO_0040255, ott50042
"Glyptothorax sp.", VTO_0061052, ott?
"Glyptothorax cous", VTO_0061055, ott3621876
"Erethistoides montana", VTO_0061063, ott3624039
"Euchiloglanis hodgarti", VTO_0061069, ott3621986
"Pseudolaguvia tuberculata", VTO_0061074, ott5839299
"Erethistes sp.", VTO_0061078, ott?
"Erethistes sp.", VTO_0061081, ott?
"Erethistes sp.", VTO_0061082, ott?
"Exostoma sp.", VTO_0061084, ott?
"Exostoma sp.", VTO_0061085, ott?
"Exostoma sp.", VTO_0061088, ott?
"Nangra itchkeea", VTO_0061090, ott3621972
"Gagata itchkeea", VTO_0061090, ott3621972
"Gagata sp.", VTO_0061092, ott?
"Oreoglanis siamensis", VTO_0061117, ott3621941
"Pseudexostoma yunnanensis", VTO_0061164, ott777641
"Pseudeutropius atherinoides", VTO_0061172, ott544425
"Phractura clauseni", VTO_0061176, ott3623312
"Phractura sp.", VTO_0061179, ott?
"Phractura sp.", VTO_0061180, ott?
"Phractura scaphyrhynchura", VTO_0061181, ott3623309
"Phractura lindica", VTO_0061182, ott3623311
"Phractura sp.", VTO_0061183, ott?
"Phractura ansorgii", VTO_0061184, ott3623307
"Phractura tenuicauda", VTO_0061186, ott3623310
"Paramphilius firestonei", VTO_0061192, ott3623335
"Paramphilius trichomycteroides", VTO_0061193, ott3623356
"Doumea alula", VTO_0061196, ott3623349
"Doumea chappuisi", VTO_0061198, ott3623320
"Doumea thysi", VTO_0061200, ott3623326
"Doumea typica", VTO_0061201, ott3623322
"Doumea gracila", VTO_0061202, ott3623327
"Zaireichthys zonatus", VTO_0061206, ott3623355
"Leptoglanis rotundiceps", VTO_0061207, ott3623315
"Zaireichthys sp. Tanzania", VTO_0061208, ott?
"Zaireichthys rhodesiensis", VTO_0061210, ott?
"Leptoglanis brevis", VTO_0061211, ott3623353
"Leptoglanis camerunensis", VTO_0061212, ott3623372
"Zaireichthys sp. Zambia", VTO_0061214, ott?
"Trachyglanis sp.", VTO_0061221, ott?
"Trachyglanis minutus", VTO_0061222, ott3623371
"Tetracamphilius notatus", VTO_0061229, ott3623346
"Leptoglanis sp.", VTO_0061230, ott?
"Amphilius jacksoni Tanzania", VTO_0061236, ott3623300
"Amphilius jacksoni Zambia", VTO_0061236, ott3623300
"Amphilius jacksonii", VTO_0061236, ott3623300
"Amphilius jacksoni", VTO_0061236, ott3623300
"Amphilius uranoscopus", VTO_0061241, ott3623292
"Amphilius grandis", VTO_0061241, ott3623292
"Amphilius nigricaudatus", VTO_0061242, ott5846110
"Amphilius cryptobullatus", VTO_0061244, ott3623280
"Amphilius longirostris", VTO_0061246, ott3623294
"Andersonia leptura", VTO_0061259, ott3623359
"Pseudeutropius acutirostris", VTO_0061263, ott3621836
"Neotropius khavalchor", VTO_0061264, ott23444
"Malapterurus sp.", VTO_0061265, ott?
"Akysis sp.", VTO_0061279, ott?
"Akysis sp. 1", VTO_0061285, ott?
"Akysis sp.", VTO_0061287, ott?
"Akysis sp.", VTO_0061290, ott?
